시도명,시군구명,행정동명,total,현재,5년후,10년후,15년후,20년후,현재_고령인구비율,5년후_고령인구비율,10년후_고령인구비율,15년후_고령인구비율,20년후_고령인구비율
강원도,춘천시,신북읍,7530,3248,4033,4637,5087,5461,43.13,53.56,61.58,67.56,72.52
강원도,춘천시,동면,19481,4414,5845,7439,9159,10989,22.66,30.00,38.19,47.02,56.41
강원도,춘천시,동산면,1448,849,985,1070,1131,1176,58.63,68.02,73.90,78.11,81.22
강원도,춘천시,신동면,2611,1210,1468,1699,1838,1950,46.34,56.22,65.07,70.39,74.68
강원도,춘천시,남면,1085,662,781,852,900,936,61.01,71.98,78.53,82.95,86.27
강원도,춘천시,서면,3754,2067,2464,2720,2902,3036,55.06,65.64,72.46,77.30,80.87
강원도,춘천시,사북면,2489,1399,1651,1823,1944,2024,56.21,66.33,73.24,78.10,81.32
강원도,춘천시,북산면,968,627,750,815,847,870,64.77,77.48,84.19,87.50,89.88
강원도,춘천시,동내면,17117,4278,5594,7094,8491,9903,24.99,32.68,41.44,49.61,57.85
강원도,춘천시,남산면,3434,1795,2158,2437,2604,2769,52.27,62.84,70.97,75.83,80.63
강원도,춘천시,교동,3520,1109,1347,1581,1758,1923,31.51,38.27,44.91,49.94,54.63
강원도,춘천시,조운동,2674,1085,1322,1538,1708,1869,40.58,49.44,57.52,63.87,69.90
강원도,춘천시,약사명동,3397,1109,1370,1647,1882,2097,32.65,40.33,48.48,55.40,61.73
강원도,춘천시,근화동,8454,2238,2829,3409,3948,4508,26.47,33.46,40.32,46.70,53.32
강원도,춘천시,소양동,9229,2609,3383,4191,4806,5516,28.27,36.66,45.41,52.07,59.77
강원도,춘천시,후평1동,11452,3771,4707,5613,6402,7081,32.93,41.10,49.01,55.90,61.83
강원도,춘천시,후평2동,14597,3456,4511,5745,6767,7838,23.68,30.90,39.36,46.36,53.70
강원도,춘천시,후평3동,20676,5568,7179,8937,10466,11975,26.93,34.72,43.22,50.62,57.92
강원도,춘천시,효자1동,4407,1387,1740,2123,2438,2765,31.47,39.48,48.17,55.32,62.74
강원도,춘천시,효자2동,12028,3675,4541,5427,6122,6763,30.55,37.75,45.12,50.90,56.23
강원도,춘천시,효자3동,4404,1374,1717,2037,2283,2494,31.20,38.99,46.25,51.84,56.63
강원도,춘천시,석사동,34436,7873,10632,14066,17114,19619,22.86,30.87,40.85,49.70,56.97
강원도,춘천시,퇴계동,48610,10439,14161,18711,22865,26757,21.48,29.13,38.49,47.04,55.04
강원도,춘천시,강남동,22884,5711,7519,9459,11164,12910,24.96,32.86,41.33,48.79,56.41
강원도,춘천시,신사우동,24687,5808,7604,9514,11361,13325,23.53,30.80,38.54,46.02,53.98
강원도,원주시,문막읍,18011,5305,7020,8769,10290,11603,29.45,38.98,48.69,57.13,64.42
강원도,원주시,소초면,8418,3522,4441,5146,5659,6021,41.84,52.76,61.13,67.22,71.53
강원도,원주시,호저면,3661,1903,2295,2588,2762,2905,51.98,62.69,70.69,75.44,79.35
강원도,원주시,지정면,29087,3826,5304,6994,9100,12324,13.15,18.23,24.05,31.29,42.37
강원도,원주시,부론면,2223,1408,1593,1740,1824,1887,63.34,71.66,78.27,82.05,84.89
강원도,원주시,귀래면,2173,1248,1524,1680,1764,1831,57.43,70.13,77.31,81.18,84.26
강원도,원주시,흥업면,9342,2988,3839,4611,5279,5842,31.98,41.09,49.36,56.51,62.53
강원도,원주시,판부면,7345,1930,2660,3353,3955,4481,26.28,36.22,45.65,53.85,61.01
강원도,원주시,신림면,3566,2053,2484,2766,2938,3030,57.57,69.66,77.57,82.39,84.97
강원도,원주시,중앙동,2529,1293,1586,1814,1941,2062,51.13,62.71,71.73,76.75,81.53
강원도,원주시,원인동,4410,1530,1929,2318,2580,2842,34.69,43.74,52.56,58.50,64.44
강원도,원주시,개운동,12695,4084,5286,6473,7396,8133,32.17,41.64,50.99,58.26,64.06
강원도,원주시,명륜1동,8305,2759,3597,4376,4967,5437,33.22,43.31,52.69,59.81,65.47
강원도,원주시,명륜2동,16890,4540,6141,7813,9220,10290,26.88,36.36,46.26,54.59,60.92
강원도,원주시,단구동,44416,8493,12009,16416,20595,24164,19.12,27.04,36.96,46.37,54.40
강원도,원주시,일산동,8568,2747,3420,4087,4643,5069,32.06,39.92,47.70,54.19,59.16
강원도,원주시,학성동,4643,1858,2325,2756,3070,3345,40.02,50.08,59.36,66.12,72.04
강원도,원주시,단계동,28748,6653,9243,11925,13954,15940,23.14,32.15,41.48,48.54,55.45
강원도,원주시,우산동,13487,3480,4588,5768,6846,7881,25.80,34.02,42.77,50.76,58.43
강원도,원주시,태장1동,10329,2827,3676,4621,5526,6315,27.37,35.59,44.74,53.50,61.14
강원도,원주시,태장2동,24731,6491,8689,11045,13166,15018,26.25,35.13,44.66,53.24,60.73
강원도,원주시,봉산동,7841,3120,3905,4631,5162,5538,39.79,49.80,59.06,65.83,70.63
강원도,원주시,행구동,7783,2168,2871,3640,4299,4809,27.86,36.89,46.77,55.24,61.79
강원도,원주시,무실동,34802,5991,8399,11565,14912,18160,17.21,24.13,33.23,42.85,52.18
강원도,원주시,반곡관설동,44656,5770,8542,12515,16937,21369,12.92,19.13,28.03,37.93,47.85
강원도,강릉시,주문진읍,16713,7438,9018,10435,11547,12464,44.50,53.96,62.44,69.09,74.58
강원도,강릉시,성산면,3443,1616,1993,2293,2492,2662,46.94,57.89,66.60,72.38,77.32
강원도,강릉시,왕산면,1579,943,1123,1244,1301,1345,59.72,71.12,78.78,82.39,85.18
강원도,강릉시,구정면,4258,1908,2309,2623,2899,3121,44.81,54.23,61.60,68.08,73.30
강원도,강릉시,강동면,4160,2090,2510,2826,3055,3233,50.24,60.34,67.93,73.44,77.72
강원도,강릉시,옥계면,3473,1846,2207,2480,2647,2784,53.15,63.55,71.41,76.22,80.16
강원도,강릉시,사천면,4658,2024,2498,2872,3189,3435,43.45,53.63,61.66,68.46,73.74
강원도,강릉시,연곡면,6339,2624,3195,3694,4156,4603,41.39,50.40,58.27,65.56,72.61
강원도,강릉시,홍제동,15145,3767,4916,6238,7574,8788,24.87,32.46,41.19,50.01,58.03
강원도,강릉시,중앙동,4764,2073,2450,2828,3161,3415,43.51,51.43,59.36,66.35,71.68
강원도,강릉시,옥천동,3359,1529,1845,2136,2373,2546,45.52,54.93,63.59,70.65,75.80
강원도,강릉시,교1동,25775,6333,8258,10829,13264,15167,24.57,32.04,42.01,51.46,58.84
강원도,강릉시,교2동,7692,2734,3431,4121,4657,5115,35.54,44.60,53.58,60.54,66.50
강원도,강릉시,포남1동,10458,3794,4815,5776,6526,7159,36.28,46.04,55.23,62.40,68.45
강원도,강릉시,포남2동,12729,4242,5439,6560,7539,8336,33.33,42.73,51.54,59.23,65.49
강원도,강릉시,초당동,4728,1423,1892,2328,2688,3009,30.10,40.02,49.24,56.85,63.64
강원도,강릉시,송정동,10049,2509,3330,4174,5064,5830,24.97,33.14,41.54,50.39,58.02
강원도,강릉시,내곡동,16377,4013,5232,6570,7954,9268,24.50,31.95,40.12,48.57,56.59
강원도,강릉시,강남동,17719,6444,7908,9521,10854,11959,36.37,44.63,53.73,61.26,67.49
강원도,강릉시,성덕동,27946,6467,8562,11110,13854,16045,23.14,30.64,39.76,49.57,57.41
강원도,강릉시,경포동,11278,2358,3177,4107,5081,6087,20.91,28.17,36.42,45.05,53.97
강원도,동해시,천곡동,30729,7875,10314,13004,15611,18178,25.63,33.56,42.32,50.80,59.16
강원도,동해시,송정동,3705,1528,1845,2157,2413,2607,41.24,49.80,58.22,65.13,70.36
강원도,동해시,북삼동,19938,4353,5947,8040,10099,11717,21.83,29.83,40.33,50.65,58.77
강원도,동해시,부곡동,4951,2184,2618,3080,3453,3730,44.11,52.88,62.21,69.74,75.34
강원도,동해시,동호동,5084,1896,2355,2814,3207,3525,37.29,46.32,55.35,63.08,69.34
강원도,동해시,발한동,3321,1736,2018,2270,2503,2654,52.27,60.76,68.35,75.37,79.92
강원도,동해시,묵호동,3023,1597,1846,2097,2298,2459,52.83,61.07,69.37,76.02,81.34
강원도,동해시,북평동,12804,3491,4500,5676,6754,7737,27.26,35.15,44.33,52.75,60.43
강원도,동해시,망상동,3474,1650,1955,2248,2507,2680,47.50,56.28,64.71,72.16,77.14
강원도,동해시,삼화동,2775,1330,1619,1882,2048,2171,47.93,58.34,67.82,73.80,78.23
강원도,태백시,황지동,6003,2068,2609,3118,3578,3983,34.45,43.46,51.94,59.60,66.35
강원도,태백시,황연동,4223,1908,2293,2638,2942,3213,45.18,54.30,62.47,69.67,76.08
강원도,태백시,삼수동,5622,2272,2712,3169,3612,4016,40.41,48.24,56.37,64.25,71.43
강원도,태백시,상장동,12960,3202,4180,5423,6706,7891,24.71,32.25,41.84,51.74,60.89
강원도,태백시,문곡소도동,3791,1696,2052,2398,2655,2864,44.74,54.13,63.26,70.03,75.55
강원도,태백시,장성동,3312,1479,1849,2147,2335,2494,44.66,55.83,64.82,70.50,75.30
강원도,태백시,구문소동,2448,1337,1541,1728,1865,1975,54.62,62.95,70.59,76.18,80.68
강원도,태백시,철암동,1972,1107,1290,1443,1547,1627,56.14,65.42,73.17,78.45,82.51
강원도,속초시,영랑동,4428,1893,2342,2775,3017,3255,42.75,52.89,62.67,68.13,73.51
강원도,속초시,동명동,3527,1316,1670,1994,2255,2479,37.31,47.35,56.54,63.94,70.29
강원도,속초시,금호동,6027,2460,3062,3628,4020,4339,40.82,50.80,60.20,66.70,71.99
강원도,속초시,교동,9549,3204,4046,4899,5634,6179,33.55,42.37,51.30,59.00,64.71
강원도,속초시,노학동,21828,6278,8231,10407,12165,13687,28.76,37.71,47.68,55.73,62.70
강원도,속초시,조양동,29287,6426,8768,11463,13910,16390,21.94,29.94,39.14,47.50,55.96
강원도,속초시,청호동,4961,1856,2302,2747,3065,3389,37.41,46.40,55.37,61.78,68.31
강원도,속초시,대포동,3130,1542,1864,2166,2323,2472,49.27,59.55,69.20,74.22,78.98
강원도,삼척시,도계읍,9881,3833,4616,5345,5903,6309,38.79,46.72,54.09,59.74,63.85
강원도,삼척시,원덕읍,3199,1666,1994,2267,2464,2602,52.08,62.33,70.87,77.02,81.34
강원도,삼척시,원덕읍임원출장소,1698,884,1055,1206,1323,1397,52.06,62.13,71.02,77.92,82.27
강원도,삼척시,근덕면,5038,2810,3317,3755,4034,4205,55.78,65.84,74.53,80.07,83.47
강원도,삼척시,하장면,1286,727,875,990,1070,1112,56.53,68.04,76.98,83.20,86.47
강원도,삼척시,노곡면,716,455,538,590,629,650,63.55,75.14,82.40,87.85,90.78
강원도,삼척시,미로면,1805,1068,1249,1390,1501,1572,59.17,69.20,77.01,83.16,87.09
강원도,삼척시,가곡면,667,412,473,528,578,596,61.77,70.91,79.16,86.66,89.36
강원도,삼척시,신기면,666,389,464,523,564,589,58.41,69.67,78.53,84.68,88.44
강원도,삼척시,남양동,7314,3223,3940,4546,5046,5427,44.07,53.87,62.15,68.99,74.20
강원도,삼척시,교동,15517,2791,3843,5253,6671,8020,17.99,24.77,33.85,42.99,51.69
강원도,삼척시,정라동,8647,2697,3408,4221,4933,5547,31.19,39.41,48.81,57.05,64.15
강원도,삼척시,성내동,7830,2850,3500,4109,4723,5260,36.40,44.70,52.48,60.32,67.18
강원도,홍천군,홍천읍,33841,9761,12640,15603,18354,20676,28.84,37.35,46.11,54.24,61.10
강원도,홍천군,화촌면,4506,2603,3010,3324,3520,3665,57.77,66.80,73.77,78.12,81.34
강원도,홍천군,두촌면,2430,1492,1734,1911,1999,2063,61.40,71.36,78.64,82.26,84.90
강원도,홍천군,내촌면,2408,1470,1750,1913,2017,2080,61.05,72.67,79.44,83.76,86.38
강원도,홍천군,서석면,3729,1931,2366,2678,2834,2973,51.78,63.45,71.82,76.00,79.73
강원도,홍천군,영귀미면,4093,2291,2715,3023,3225,3372,55.97,66.33,73.86,78.79,82.38
강원도,홍천군,남면,6157,2619,3162,3540,3818,4069,42.54,51.36,57.50,62.01,66.09
강원도,홍천군,서면,3811,2122,2575,2829,3017,3185,55.68,67.57,74.23,79.17,83.57
강원도,홍천군,북방면,3950,2032,2486,2787,3000,3163,51.44,62.94,70.56,75.95,80.08
강원도,홍천군,내면,3122,1615,2023,2282,2441,2550,51.73,64.80,73.09,78.19,81.68
강원도,횡성군,횡성읍,20979,6820,8591,10515,12055,13407,32.51,40.95,50.12,57.46,63.91
강원도,횡성군,우천면,4420,2334,2828,3170,3396,3557,52.81,63.98,71.72,76.83,80.48
강원도,횡성군,안흥면,3040,1583,1921,2109,2211,2292,52.07,63.19,69.38,72.73,75.39
강원도,횡성군,둔내면,5844,2788,3435,3928,4245,4507,47.71,58.78,67.21,72.64,77.12
강원도,횡성군,갑천면,2441,1498,1778,1955,2047,2124,61.37,72.84,80.09,83.86,87.01
강원도,횡성군,청일면,2390,1515,1787,1963,2047,2111,63.39,74.77,82.13,85.65,88.33
강원도,횡성군,공근면,3455,2051,2476,2698,2840,2952,59.36,71.66,78.09,82.20,85.44
강원도,횡성군,서원면,2079,1252,1481,1590,1679,1755,60.22,71.24,76.48,80.76,84.42
강원도,횡성군,강림면,1753,1061,1259,1393,1473,1516,60.52,71.82,79.46,84.03,86.48
강원도,영월군,영월읍,20907,6969,8808,10713,12300,13617,33.33,42.13,51.24,58.83,65.13
강원도,영월군,상동읍,1017,611,716,793,853,891,60.08,70.40,77.97,83.87,87.61
강원도,영월군,산솔면,1416,817,993,1130,1183,1234,57.70,70.13,79.80,83.55,87.15
강원도,영월군,김삿갓면,1719,986,1189,1336,1430,1486,57.36,69.17,77.72,83.19,86.45
강원도,영월군,북면,2063,1165,1394,1584,1678,1745,56.47,67.57,76.78,81.34,84.59
강원도,영월군,남면,2227,1280,1534,1673,1793,1878,57.48,68.88,75.12,80.51,84.33
강원도,영월군,한반도면,1209,623,760,874,949,981,51.53,62.86,72.29,78.49,81.14
강원도,영월군,한반도면쌍용출장소,1655,921,1076,1199,1292,1351,55.65,65.02,72.45,78.07,81.63
강원도,영월군,주천면,3739,2077,2482,2799,2976,3087,55.55,66.38,74.86,79.59,82.56
강원도,영월군,무릉도원면,2051,1221,1460,1613,1701,1770,59.53,71.18,78.64,82.94,86.30
강원도,평창군,평창읍,8456,3420,4216,4971,5558,6007,40.44,49.86,58.79,65.73,71.04
강원도,평창군,미탄면,1634,885,1068,1223,1320,1374,54.16,65.36,74.85,80.78,84.09
강원도,평창군,방림면,860,500,592,657,688,722,58.14,68.84,76.40,80.00,83.95
강원도,평창군,방림면계촌출장소,1694,944,1134,1266,1356,1413,55.73,66.94,74.73,80.05,83.41
강원도,평창군,대화면,5162,2472,2984,3422,3761,4017,47.89,57.81,66.29,72.86,77.82
강원도,평창군,봉평면,5764,2410,2992,3517,3946,4284,41.81,51.91,61.02,68.46,74.32
강원도,평창군,용평면,3074,1440,1804,2079,2283,2418,46.84,58.69,67.63,74.27,78.66
강원도,평창군,진부면,8560,3690,4512,5277,5864,6332,43.11,52.71,61.65,68.50,73.97
강원도,평창군,대관령면,5932,2163,2737,3255,3722,4126,36.46,46.14,54.87,62.74,69.55
강원도,정선군,정선읍,10329,3654,4579,5508,6377,7037,35.38,44.33,53.33,61.74,68.13
강원도,정선군,고한읍,4355,1552,1913,2257,2581,2940,35.64,43.93,51.83,59.27,67.51
강원도,정선군,사북읍,4650,1666,2096,2549,2929,3272,35.83,45.08,54.82,62.99,70.37
강원도,정선군,신동읍,1794,877,1062,1232,1349,1422,48.89,59.20,68.67,75.20,79.26
강원도,정선군,신동읍함백출장소,1592,795,966,1107,1196,1262,49.94,60.68,69.54,75.13,79.27
강원도,정선군,남면,3180,1432,1748,2030,2243,2463,45.03,54.97,63.84,70.53,77.45
강원도,정선군,북평면,2490,1212,1475,1696,1859,1967,48.67,59.24,68.11,74.66,79.00
강원도,정선군,임계면,3462,1945,2329,2650,2822,2922,56.18,67.27,76.55,81.51,84.40
강원도,정선군,화암면,1620,828,1031,1204,1305,1347,51.11,63.64,74.32,80.56,83.15
강원도,정선군,여량면,1974,1121,1313,1475,1590,1652,56.79,66.51,74.72,80.55,83.69
강원도,철원군,철원읍,5231,1745,2171,2592,2934,3214,33.36,41.50,49.55,56.09,61.44
강원도,철원군,김화읍,3397,1123,1377,1558,1731,1930,33.06,40.54,45.86,50.96,56.81
강원도,철원군,갈말읍,11827,3922,4938,5881,6703,7452,33.16,41.75,49.73,56.68,63.01
강원도,철원군,동송읍,14802,4936,6206,7380,8434,9330,33.35,41.93,49.86,56.98,63.03
강원도,철원군,서면,1801,627,743,844,930,1011,34.81,41.25,46.86,51.64,56.14
강원도,철원군,서면와수출장소,3645,1272,1582,1883,2165,2403,34.90,43.40,51.66,59.40,65.93
강원도,철원군,근남면,2155,857,1048,1188,1289,1369,39.77,48.63,55.13,59.81,63.53
강원도,철원군,근북면,106,72,81,91,97,100,67.92,76.42,85.85,91.51,94.34
강원도,화천군,화천읍,8263,2438,3098,3714,4284,4809,29.51,37.49,44.95,51.85,58.20
강원도,화천군,간동면,2669,1346,1660,1920,2062,2126,50.43,62.20,71.94,77.26,79.66
강원도,화천군,하남면,2855,1129,1397,1649,1843,1995,39.54,48.93,57.76,64.55,69.88
강원도,화천군,상서면,4055,1314,1562,1802,1962,2098,32.40,38.52,44.44,48.38,51.74
강원도,화천군,사내면,6204,1911,2397,2806,3093,3451,30.80,38.64,45.23,49.85,55.63
강원도,양구군,양구읍,13800,3591,4593,5584,6473,7385,26.02,33.28,40.46,46.91,53.51
강원도,양구군,국토정중앙면,3351,1551,1881,2131,2291,2400,46.28,56.13,63.59,68.37,71.62
강원도,양구군,동면,2029,825,1022,1162,1247,1302,40.66,50.37,57.27,61.46,64.17
강원도,양구군,방산면,1267,564,682,754,799,836,44.51,53.83,59.51,63.06,65.98
강원도,양구군,해안면,1254,598,737,853,928,975,47.69,58.77,68.02,74.00,77.75
강원도,인제군,인제읍,10310,2737,3522,4307,5026,5816,26.55,34.16,41.77,48.75,56.41
강원도,인제군,인제읍귀둔출장소,515,239,305,361,395,413,46.41,59.22,70.10,76.70,80.19
강원도,인제군,남면,3796,1382,1677,1946,2114,2331,36.41,44.18,51.26,55.69,61.41
강원도,인제군,북면,8039,2695,3442,4097,4616,5102,33.52,42.82,50.96,57.42,63.47
강원도,인제군,기린면,4980,1736,2178,2511,2795,3102,34.86,43.73,50.42,56.12,62.29
강원도,인제군,서화면,2553,778,961,1088,1201,1318,30.47,37.64,42.62,47.04,51.63
강원도,인제군,상남면,2023,769,954,1084,1202,1285,38.01,47.16,53.58,59.42,63.52
강원도,고성군,간성읍,7121,2244,2815,3369,3823,4235,31.51,39.53,47.31,53.69,59.47
강원도,고성군,거진읍,5961,3078,3679,4156,4488,4723,51.64,61.72,69.72,75.29,79.23
강원도,고성군,현내면,2299,1318,1550,1698,1804,1892,57.33,67.42,73.86,78.47,82.30
강원도,고성군,죽왕면,3447,1682,2008,2295,2493,2629,48.80,58.25,66.58,72.32,76.27
강원도,고성군,토성면,8538,3173,3969,4758,5382,5866,37.16,46.49,55.73,63.04,68.70
강원도,양양군,양양읍,12687,4269,5330,6441,7462,8386,33.65,42.01,50.77,58.82,66.10
강원도,양양군,서면,2796,1454,1730,1971,2144,2248,52.00,61.87,70.49,76.68,80.40
강원도,양양군,손양면,2273,1179,1405,1601,1722,1806,51.87,61.81,70.44,75.76,79.45
강원도,양양군,현북면,2603,1402,1664,1844,1960,2088,53.86,63.93,70.84,75.30,80.22
강원도,양양군,현남면,2949,1640,1908,2105,2264,2406,55.61,64.70,71.38,76.77,81.59
강원도,양양군,강현면,4593,2129,2604,3036,3292,3492,46.35,56.69,66.10,71.67,76.03
충청북도,청주시 상당구,낭성면,2230,1262,1521,1687,1771,1848,56.59,68.21,75.65,79.42,82.87
충청북도,청주시 상당구,미원면,4872,2839,3320,3649,3859,4021,58.27,68.14,74.90,79.21,82.53
충청북도,청주시 상당구,가덕면,3865,2013,2483,2814,3009,3166,52.08,64.24,72.81,77.85,81.91
충청북도,청주시 상당구,남일면,6795,2609,3332,3895,4306,4646,38.40,49.04,57.32,63.37,68.37
충청북도,청주시 상당구,문의면,3864,2057,2461,2781,2992,3135,53.23,63.69,71.97,77.43,81.13
충청북도,청주시 상당구,중앙동,6923,2132,2648,3240,3710,4133,30.80,38.25,46.80,53.59,59.70
충청북도,청주시 상당구,성안동,6805,2664,3258,3820,4224,4591,39.15,47.88,56.14,62.07,67.47
충청북도,청주시 상당구,탑대성동,8518,3127,3901,4680,5305,5804,36.71,45.80,54.94,62.28,68.14
충청북도,청주시 상당구,영운동,10516,3392,4315,5279,6056,6762,32.26,41.03,50.20,57.59,64.30
충청북도,청주시 상당구,금천동,30815,6798,9180,12068,14924,17414,22.06,29.79,39.16,48.43,56.51
충청북도,청주시 상당구,용담.명암.산성동,13313,2398,3320,4564,5819,7051,18.01,24.94,34.28,43.71,52.96
충청북도,청주시 상당구,용암1동,56146,9599,13863,18942,23938,28756,17.10,24.69,33.74,42.64,51.22
충청북도,청주시 상당구,용암2동,39822,6494,9758,13316,16677,20073,16.31,24.50,33.44,41.88,50.41
충청북도,청주시 서원구,남이면,9997,3409,4472,5460,6111,6657,34.10,44.73,54.62,61.13,66.59
충청북도,청주시 서원구,현도면,3213,1820,2155,2375,2559,2679,56.64,67.07,73.92,79.65,83.38
충청북도,청주시 서원구,사직1동,6164,2160,2780,3368,3827,4181,35.04,45.10,54.64,62.09,67.83
충청북도,청주시 서원구,사직2동,13600,3573,4675,5715,6684,7729,26.27,34.38,42.02,49.15,56.83
충청북도,청주시 서원구,사창동,14744,3885,4886,5949,6868,7748,26.35,33.14,40.35,46.58,52.55
충청북도,청주시 서원구,모충동,16620,5074,6525,7932,9074,10022,30.53,39.26,47.73,54.60,60.30
충청북도,청주시 서원구,산남동,26214,4079,6023,8771,11430,13664,15.56,22.98,33.46,43.60,52.12
충청북도,청주시 서원구,분평동,29954,5528,7921,11161,14190,16413,18.45,26.44,37.26,47.37,54.79
충청북도,청주시 서원구,수곡1동,13229,4558,5759,6922,7839,8586,34.45,43.53,52.32,59.26,64.90
충청북도,청주시 서원구,수곡2동,15857,4900,6472,7952,9088,10011,30.90,40.81,50.15,57.31,63.13
충청북도,청주시 서원구,성화.개신.죽림동,43324,8591,11787,15735,19601,23152,19.83,27.21,36.32,45.24,53.44
충청북도,청주시 흥덕구,오송읍,24408,4872,6390,8208,10232,12403,19.96,26.18,33.63,41.92,50.82
충청북도,청주시 흥덕구,강내면,10721,3068,4114,5087,5931,6618,28.62,38.37,47.45,55.32,61.73
충청북도,청주시 흥덕구,옥산면,17866,3902,5252,6584,7752,9265,21.84,29.40,36.85,43.39,51.86
충청북도,청주시 흥덕구,운천.신봉동,16686,4654,6368,7992,9297,10314,27.89,38.16,47.90,55.72,61.81
충청북도,청주시 흥덕구,복대1동,50392,6143,9168,13531,18380,23480,12.19,18.19,26.85,36.47,46.59
충청북도,청주시 흥덕구,복대2동,15934,4354,5807,7127,8180,9096,27.33,36.44,44.73,51.34,57.09
충청북도,청주시 흥덕구,가경동,55505,9947,14541,20124,25053,29436,17.92,26.20,36.26,45.14,53.03
충청북도,청주시 흥덕구,봉명1동,9680,2214,2971,3729,4401,5037,22.87,30.69,38.52,45.46,52.04
충청북도,청주시 흥덕구,봉명2.송정동,23910,4369,6219,8323,10242,12108,18.27,26.01,34.81,42.84,50.64
충청북도,청주시 흥덕구,강서제1동,28595,5617,7690,10169,12326,14409,19.64,26.89,35.56,43.11,50.39
충청북도,청주시 흥덕구,강서제2동,13602,1431,2003,2686,3478,4792,10.52,14.73,19.75,25.57,35.23
충청북도,청주시 청원구,내수읍,19078,5420,7126,8926,10444,11875,28.41,37.35,46.79,54.74,62.24
충청북도,청주시 청원구,오창읍,70329,8663,11808,16290,22094,29598,12.32,16.79,23.16,31.42,42.09
충청북도,청주시 청원구,북이면,4497,2460,2907,3266,3492,3662,54.70,64.64,72.63,77.65,81.43
충청북도,청주시 청원구,우암동,12386,4054,5076,6042,6823,7524,32.73,40.98,48.78,55.09,60.75
충청북도,청주시 청원구,내덕1동,8484,3216,3971,4714,5338,5816,37.91,46.81,55.56,62.92,68.55
충청북도,청주시 청원구,내덕2동,13420,3683,4796,5918,6946,7876,27.44,35.74,44.10,51.76,58.69
충청북도,청주시 청원구,율량.사천동,47764,9149,12814,16909,20947,24781,19.15,26.83,35.40,43.86,51.88
충청북도,청주시 청원구,오근장동,18218,3105,4156,5434,7082,9067,17.04,22.81,29.83,38.87,49.77
충청북도,충주시,주덕읍,4820,2460,3025,3450,3712,3897,51.04,62.76,71.58,77.01,80.85
충청북도,충주시,살미면,2024,1186,1426,1574,1672,1735,58.60,70.45,77.77,82.61,85.72
충청북도,충주시,수안보면,2895,1643,1987,2207,2325,2422,56.75,68.64,76.23,80.31,83.66
충청북도,충주시,대소원면,9101,2542,3326,4032,4626,5264,27.93,36.55,44.30,50.83,57.84
충청북도,충주시,신니면,2874,1759,2061,2278,2388,2466,61.20,71.71,79.26,83.09,85.80
충청북도,충주시,노은면,2232,1392,1615,1746,1835,1900,62.37,72.36,78.23,82.21,85.13
충청북도,충주시,앙성면,3961,2327,2740,3085,3285,3385,58.75,69.17,77.88,82.93,85.46
충청북도,충주시,중앙탑면,13526,2222,2948,3784,4673,6049,16.43,21.80,27.98,34.55,44.72
충청북도,충주시,금가면,3868,1255,1495,1776,2043,2294,32.45,38.65,45.92,52.82,59.31
충청북도,충주시,동량면,3588,1958,2347,2641,2820,2927,54.57,65.41,73.61,78.60,81.58
충청북도,충주시,산척면,2258,1301,1535,1714,1818,1894,57.62,67.98,75.91,80.51,83.88
충청북도,충주시,엄정면,3090,1857,2169,2370,2511,2610,60.10,70.19,76.70,81.26,84.47
충청북도,충주시,소태면,1939,1151,1349,1486,1566,1618,59.36,69.57,76.64,80.76,83.45
충청북도,충주시,성내.충인동,2622,1165,1385,1616,1798,1937,44.43,52.82,61.63,68.57,73.87
충청북도,충주시,교현.안림동,23224,6500,8597,10841,12717,14385,27.99,37.02,46.68,54.76,61.94
충청북도,충주시,교현2동,6764,2585,3201,3796,4301,4691,38.22,47.32,56.12,63.59,69.35
충청북도,충주시,용산동,15014,3311,4506,5943,7402,8677,22.05,30.01,39.58,49.30,57.79
충청북도,충주시,지현동,5133,1876,2333,2773,3185,3486,36.55,45.45,54.02,62.05,67.91
충청북도,충주시,문화동,9358,3840,4686,5475,6100,6633,41.03,50.07,58.51,65.18,70.88
충청북도,충주시,호암.직동,20167,3336,4663,6376,8201,10069,16.54,23.12,31.62,40.67,49.93
충청북도,충주시,달천동,3759,1615,2015,2303,2551,2702,42.96,53.60,61.27,67.86,71.88
충청북도,충주시,봉방동,9170,2933,3776,4664,5392,6007,31.98,41.18,50.86,58.80,65.51
충청북도,충주시,칠금.금릉동,14394,3440,4742,6333,7618,8630,23.90,32.94,44.00,52.92,59.96
충청북도,충주시,연수동,36559,9136,12491,16083,19100,21722,24.99,34.17,43.99,52.24,59.42
충청북도,충주시,목행.용탄동,6606,1558,2136,2798,3399,3903,23.58,32.33,42.36,51.45,59.08
충청북도,제천시,봉양읍,6747,3448,4141,4681,5041,5329,51.10,61.38,69.38,74.71,78.98
충청북도,제천시,금성면,1899,1108,1317,1457,1523,1584,58.35,69.35,76.72,80.20,83.41
충청북도,제천시,청풍면,1258,753,893,1004,1045,1075,59.86,70.99,79.81,83.07,85.45
충청북도,제천시,수산면,2012,1269,1507,1652,1728,1777,63.07,74.90,82.11,85.88,88.32
충청북도,제천시,덕산면,2152,1248,1458,1591,1686,1753,57.99,67.75,73.93,78.35,81.46
충청북도,제천시,한수면,699,381,448,510,539,580,54.51,64.09,72.96,77.11,82.98
충청북도,제천시,백운면,3334,2010,2366,2605,2735,2823,60.29,70.97,78.13,82.03,84.67
