시도명,시군구명,행정동명,total,현재,5년후,10년후,15년후,20년후,현재_고령인구비율,5년후_고령인구비율,10년후_고령인구비율,15년후_고령인구비율,20년후_고령인구비율
광주광역시,서구,광천동,7943,2262,2985,3772,4375,4976,28.48,37.58,47.49,55.08,62.65
광주광역시,서구,유덕동,10936,1956,2812,3903,4889,5781,17.89,25.71,35.69,44.71,52.86
광주광역시,서구,치평동,30139,5523,8018,10978,13420,15677,18.33,26.60,36.42,44.53,52.02
광주광역시,서구,상무1동,24775,4841,6684,8863,10881,12736,19.54,26.98,35.77,43.92,51.41
광주광역시,서구,상무2동,23789,6654,8629,10558,12201,13700,27.97,36.27,44.38,51.29,57.59
광주광역시,서구,화정1동,15434,3871,4953,6177,7263,8321,25.08,32.09,40.02,47.06,53.91
광주광역시,서구,화정2동,20488,4208,5562,7041,8741,10849,20.54,27.15,34.37,42.66,52.95
광주광역시,서구,화정3동,10031,2969,3778,4654,5352,6008,29.60,37.66,46.40,53.35,59.89
광주광역시,서구,화정4동,15333,4458,5733,6997,8147,9198,29.07,37.39,45.63,53.13,59.99
광주광역시,서구,서창동,5754,1759,2374,2968,3354,3658,30.57,41.26,51.58,58.29,63.57
광주광역시,서구,금호1동,19999,5370,7214,9196,10817,12091,26.85,36.07,45.98,54.09,60.46
광주광역시,서구,금호2동,28281,4323,6542,9642,12666,14984,15.29,23.13,34.09,44.79,52.98
광주광역시,서구,풍암동,36529,6221,8912,12826,16676,19771,17.03,24.40,35.11,45.65,54.12
광주광역시,서구,동천동,16140,2902,4086,5563,7241,8826,17.98,25.32,34.47,44.86,54.68
광주광역시,남구,양림동,6948,2328,2837,3425,3923,4432,33.51,40.83,49.29,56.46,63.79
광주광역시,남구,방림1동,6600,1866,2308,2826,3341,3898,28.27,34.97,42.82,50.62,59.06
광주광역시,남구,방림2동,8835,3078,3798,4517,5170,5710,34.84,42.99,51.13,58.52,64.63
광주광역시,남구,봉선1동,13390,3845,4840,5983,7023,7983,28.72,36.15,44.68,52.45,59.62
광주광역시,남구,봉선2동,28830,5334,7088,9629,12586,15328,18.50,24.59,33.40,43.66,53.17
광주광역시,남구,사직동,5143,1850,2285,2679,3056,3394,35.97,44.43,52.09,59.42,65.99
광주광역시,남구,월산동,8975,2942,3590,4295,4961,5582,32.78,40.00,47.86,55.28,62.19
광주광역시,남구,월산4동,8512,2968,3699,4398,4979,5528,34.87,43.46,51.67,58.49,64.94
광주광역시,남구,월산5동,6409,2286,2890,3417,3838,4232,35.67,45.09,53.32,59.88,66.03
광주광역시,남구,백운1동,12168,3615,4541,5524,6420,7370,29.71,37.32,45.40,52.76,60.57
광주광역시,남구,백운2동,6378,1841,2316,2768,3205,3642,28.86,36.31,43.40,50.25,57.10
광주광역시,남구,주월1동,21964,5241,6906,8822,10683,12332,23.86,31.44,40.17,48.64,56.15
광주광역시,남구,주월2동,7989,2715,3415,4065,4623,5136,33.98,42.75,50.88,57.87,64.29
광주광역시,남구,진월동,29112,6547,8755,11269,13860,16147,22.49,30.07,38.71,47.61,55.47
광주광역시,남구,효덕동,16015,3733,4709,5854,7115,8578,23.31,29.40,36.55,44.43,53.56
광주광역시,남구,송암동,21442,3308,4549,6023,7669,9854,15.43,21.22,28.09,35.77,45.96
광주광역시,남구,대촌동,6298,2655,3152,3622,4020,4441,42.16,50.05,57.51,63.83,70.51
광주광역시,북구,중흥1동,4772,1334,1650,1974,2282,2598,27.95,34.58,41.37,47.82,54.44
광주광역시,북구,중흥2동,8111,2215,2701,3317,3883,4393,27.31,33.30,40.90,47.87,54.16
광주광역시,북구,중흥3동,5952,1411,1747,2174,2592,3088,23.71,29.35,36.53,43.55,51.88
광주광역시,북구,중앙동,3614,1165,1473,1759,2003,2245,32.24,40.76,48.67,55.42,62.12
광주광역시,북구,임동,9238,2600,3244,3975,4576,5275,28.14,35.12,43.03,49.53,57.10
광주광역시,북구,신안동,12395,3405,4351,5349,6167,6923,27.47,35.10,43.15,49.75,55.85
광주광역시,북구,용봉동,38408,8296,11553,14936,17882,20388,21.60,30.08,38.89,46.56,53.08
광주광역시,북구,운암1동,19265,4649,6092,7726,9257,10806,24.13,31.62,40.10,48.05,56.09
광주광역시,북구,운암2동,11950,4001,5055,6042,6897,7655,33.48,42.30,50.56,57.72,64.06
광주광역시,북구,운암3동,12576,3258,4392,5452,6423,7246,25.91,34.92,43.35,51.07,57.62
광주광역시,북구,동림동,23135,4967,6826,8833,10665,12637,21.47,29.51,38.18,46.10,54.62
광주광역시,북구,우산동,10233,4140,5083,5885,6510,7083,40.46,49.67,57.51,63.62,69.22
광주광역시,북구,풍향동,5682,1451,1857,2340,2768,3248,25.54,32.68,41.18,48.72,57.16
광주광역시,북구,문화동,20727,5726,7497,9124,10572,12017,27.63,36.17,44.02,51.01,57.98
광주광역시,북구,문흥1동,15809,3960,5459,6887,8146,9222,25.05,34.53,43.56,51.53,58.33
광주광역시,북구,문흥2동,15594,4049,5299,6590,7795,8891,25.97,33.98,42.26,49.99,57.02
광주광역시,북구,두암1동,7736,2749,3405,4082,4615,5037,35.54,44.01,52.77,59.66,65.11
광주광역시,북구,두암2동,15934,4989,6526,7871,8958,9996,31.31,40.96,49.40,56.22,62.73
광주광역시,북구,두암3동,13248,5454,6789,7900,8699,9348,41.17,51.25,59.63,65.66,70.56
광주광역시,북구,삼각동,13939,2712,3998,5406,6657,7694,19.46,28.68,38.78,47.76,55.20
광주광역시,북구,일곡동,29637,4597,7039,10365,13438,15679,15.51,23.75,34.97,45.34,52.90
광주광역시,북구,매곡동,13766,2924,4042,5370,6524,7534,21.24,29.36,39.01,47.39,54.73
광주광역시,북구,오치1동,10864,2794,3860,4925,5740,6478,25.72,35.53,45.33,52.84,59.63
광주광역시,북구,오치2동,12462,4097,5332,6430,7243,7928,32.88,42.79,51.60,58.12,63.62
광주광역시,북구,석곡동,2508,1182,1466,1662,1778,1873,47.13,58.45,66.27,70.89,74.68
광주광역시,북구,건국동,22201,3777,5281,7214,9201,11216,17.01,23.79,32.49,41.44,50.52
광주광역시,북구,양산동,37705,6643,9386,12659,15951,19225,17.62,24.89,33.57,42.30,50.99
광주광역시,북구,신용동,29717,3212,4854,7126,10063,13576,10.81,16.33,23.98,33.86,45.68
광주광역시,광산구,송정1동,10895,2705,3596,4622,5611,6388,24.83,33.01,42.42,51.50,58.63
광주광역시,광산구,송정2동,6495,2082,2642,3196,3614,4005,32.06,40.68,49.21,55.64,61.66
광주광역시,광산구,도산동,15234,3139,4290,5634,6978,8237,20.61,28.16,36.98,45.81,54.07
광주광역시,광산구,신흥동,4554,1336,1715,2109,2470,2796,29.34,37.66,46.31,54.24,61.40
광주광역시,광산구,어룡동,32876,5419,7532,10183,13173,16394,16.48,22.91,30.97,40.07,49.87
광주광역시,광산구,우산동,29478,6429,8962,11594,13719,15930,21.81,30.40,39.33,46.54,54.04
광주광역시,광산구,월곡1동,10787,2420,3530,4598,5416,6091,22.43,32.72,42.63,50.21,56.47
광주광역시,광산구,월곡2동,15468,3014,4397,6041,7535,8658,19.49,28.43,39.05,48.71,55.97
광주광역시,광산구,비아동,7590,1445,2089,2896,3679,4335,19.04,27.52,38.16,48.47,57.11
광주광역시,광산구,첨단1동,27431,4001,6623,9520,11849,13725,14.59,24.14,34.71,43.20,50.03
광주광역시,광산구,첨단2동,43217,5116,8515,13087,17221,20768,11.84,19.70,30.28,39.85,48.06
광주광역시,광산구,신가동,18268,2111,3243,5125,7151,8854,11.56,17.75,28.05,39.14,48.47
광주광역시,광산구,운남동,30708,4824,7384,10513,13423,16109,15.71,24.05,34.24,43.71,52.46
광주광역시,광산구,수완동,77042,6713,10695,17510,26430,35332,8.71,13.88,22.73,34.31,45.86
광주광역시,광산구,하남동,26327,3163,4887,7069,9581,12455,12.01,18.56,26.85,36.39,47.31
광주광역시,광산구,임곡동,2114,1132,1352,1514,1617,1682,53.55,63.95,71.62,76.49,79.56
광주광역시,광산구,동곡동,1850,983,1153,1281,1376,1451,53.14,62.32,69.24,74.38,78.43
광주광역시,광산구,평동,4072,1808,2134,2456,2705,2950,44.40,52.41,60.31,66.43,72.45
광주광역시,광산구,삼도동,2184,1164,1379,1527,1629,1723,53.30,63.14,69.92,74.59,78.89
광주광역시,광산구,본량동,1992,1096,1255,1410,1528,1611,55.02,63.00,70.78,76.71,80.87
광주광역시,광산구,신창동,34825,3423,5474,8806,12601,16131,9.83,15.72,25.29,36.18,46.32
대전광역시,동구,중앙동,4486,2269,2749,3117,3377,3581,50.58,61.28,69.48,75.28,79.83
대전광역시,동구,효동,24575,5453,7022,9081,11532,13867,22.19,28.57,36.95,46.93,56.43
대전광역시,동구,신인동,11929,3879,4801,5783,6679,7522,32.52,40.25,48.48,55.99,63.06
대전광역시,동구,판암1동,12298,4019,5053,6146,7005,7786,32.68,41.09,49.98,56.96,63.31
대전광역시,동구,판암2동,8443,4060,4831,5476,6017,6420,48.09,57.22,64.86,71.27,76.04
대전광역시,동구,용운동,21935,5356,7091,8960,10635,12172,24.42,32.33,40.85,48.48,55.49
대전광역시,동구,대동,14838,3813,4961,6175,7368,8565,25.70,33.43,41.62,49.66,57.72
대전광역시,동구,자양동,10784,2941,3740,4513,5138,5744,27.27,34.68,41.85,47.64,53.26
대전광역시,동구,가양1동,13475,4262,5337,6527,7530,8478,31.63,39.61,48.44,55.88,62.92
대전광역시,동구,가양2동,18158,5035,6620,8305,9694,10892,27.73,36.46,45.74,53.39,59.98
대전광역시,동구,용전동,20521,4730,6263,8015,9597,11101,23.05,30.52,39.06,46.77,54.10
대전광역시,동구,성남동,11707,3746,4731,5729,6572,7405,32.00,40.41,48.94,56.14,63.25
대전광역시,동구,홍도동,10978,3088,3948,4911,5689,6392,28.13,35.96,44.73,51.82,58.23
대전광역시,동구,삼성동,13937,4804,5985,7273,8362,9302,34.47,42.94,52.18,60.00,66.74
대전광역시,동구,대청동,2398,1207,1441,1648,1780,1880,50.33,60.09,68.72,74.23,78.40
대전광역시,동구,산내동,20398,5353,6749,8445,10364,12134,26.24,33.09,41.40,50.81,59.49
대전광역시,중구,은행선화동,15582,3914,5083,6419,7624,8777,25.12,32.62,41.19,48.93,56.33
대전광역시,중구,목동,14250,2318,3157,4475,6115,7615,16.27,22.15,31.40,42.91,53.44
대전광역시,중구,중촌동,13433,4024,5098,6293,7390,8341,29.96,37.95,46.85,55.01,62.09
대전광역시,중구,대흥동,13633,3389,4299,5320,6397,7434,24.86,31.53,39.02,46.92,54.53
대전광역시,중구,문창동,4642,1905,2299,2732,3030,3285,41.04,49.53,58.85,65.27,70.77
대전광역시,중구,석교동,15534,5875,7290,8604,9632,10610,37.82,46.93,55.39,62.01,68.30
대전광역시,중구,대사동,5469,1950,2386,2798,3114,3391,35.66,43.63,51.16,56.94,62.00
대전광역시,중구,부사동,6704,2528,3107,3711,4170,4543,37.71,46.35,55.36,62.20,67.77
대전광역시,중구,용두동,9358,2403,3014,3850,4523,5149,25.68,32.21,41.14,48.33,55.02
대전광역시,중구,오류동,10587,3118,3949,4915,5677,6344,29.45,37.30,46.42,53.62,59.92
대전광역시,중구,태평1동,13201,3194,4194,5444,6669,7767,24.20,31.77,41.24,50.52,58.84
대전광역시,중구,태평2동,25348,7091,9112,11525,13822,15654,27.97,35.95,45.47,54.53,61.76
대전광역시,중구,유천1동,6443,2136,2685,3235,3692,4152,33.15,41.67,50.21,57.30,64.44
대전광역시,중구,유천2동,13677,4546,5665,6749,7742,8633,33.24,41.42,49.35,56.61,63.12
대전광역시,중구,문화1동,22007,5331,6913,8917,10856,12648,24.22,31.41,40.52,49.33,57.47
대전광역시,중구,문화2동,12517,4194,5358,6525,7476,8234,33.51,42.81,52.13,59.73,65.78
대전광역시,중구,산성동,27112,9054,11602,14133,16163,17951,33.39,42.79,52.13,59.62,66.21
대전광역시,서구,복수동,22214,4483,5951,8007,10182,12161,20.18,26.79,36.04,45.84,54.74
대전광역시,서구,도마1동,15211,5136,6441,7711,8640,9492,33.77,42.34,50.69,56.80,62.40
대전광역시,서구,도마2동,17346,5698,7123,8598,9803,10886,32.85,41.06,49.57,56.51,62.76
대전광역시,서구,정림동,15998,4987,6534,7921,9101,10128,31.17,40.84,49.51,56.89,63.31
대전광역시,서구,변동,16014,4873,6270,7672,8821,9907,30.43,39.15,47.91,55.08,61.86
대전광역시,서구,용문동,12242,3109,3955,4835,5670,6509,25.40,32.31,39.50,46.32,53.17
대전광역시,서구,탄방동,27078,4638,6536,8874,11112,13217,17.13,24.14,32.77,41.04,48.81
대전광역시,서구,괴정동,19253,3447,4581,5988,7350,8777,17.90,23.79,31.10,38.18,45.59
대전광역시,서구,가장동,11491,3265,4132,5149,6033,6894,28.41,35.96,44.81,52.50,59.99
대전광역시,서구,내동,23489,5806,7615,9736,11740,13607,24.72,32.42,41.45,49.98,57.93
대전광역시,서구,갈마1동,21620,4876,6424,8194,9755,11231,22.55,29.71,37.90,45.12,51.95
대전광역시,서구,갈마2동,24675,4191,6064,8223,10086,11837,16.98,24.58,33.33,40.88,47.97
대전광역시,서구,월평1동,11291,2218,3102,4084,4835,5532,19.64,27.47,36.17,42.82,48.99
대전광역시,서구,월평2동,14482,4852,6187,7544,8548,9379,33.50,42.72,52.09,59.02,64.76
대전광역시,서구,월평3동,21039,4678,6499,8402,10148,11688,22.23,30.89,39.94,48.23,55.55
대전광역시,서구,가수원동,46185,6988,9773,13269,17198,21981,15.13,21.16,28.73,37.24,47.59
대전광역시,서구,관저1동,15449,3049,4345,5779,7010,8031,19.74,28.12,37.41,45.38,51.98
대전광역시,서구,관저2동,49457,6734,9902,14472,19221,23809,13.62,20.02,29.26,38.86,48.14
대전광역시,서구,기성동,3675,1864,2226,2507,2715,2907,50.72,60.57,68.22,73.88,79.10
대전광역시,서구,둔산1동,16630,2646,3480,5168,7236,9050,15.91,20.93,31.08,43.51,54.42
대전광역시,서구,둔산2동,35277,5675,8286,11876,15095,17908,16.09,23.49,33.66,42.79,50.76
대전광역시,서구,만년동,12697,2089,3119,4335,5418,6270,16.45,24.56,34.14,42.67,49.38
대전광역시,서구,둔산3동,19604,4760,6236,8242,10077,11509,24.28,31.81,42.04,51.40,58.71
대전광역시,유성구,진잠동,25247,6030,8181,10758,13009,14887,23.88,32.40,42.61,51.53,58.97
대전광역시,유성구,학하동,17122,3300,4722,6017,7245,8664,19.27,27.58,35.14,42.31,50.60
대전광역시,유성구,상대동,24537,3730,5418,7495,9838,12285,15.20,22.08,30.55,40.09,50.07
대전광역시,유성구,온천1동,26681,5542,7526,9527,11162,12811,20.77,28.21,35.71,41.84,48.02
대전광역시,유성구,온천2동,39718,7460,10229,13120,15812,18652,18.78,25.75,33.03,39.81,46.96
대전광역시,유성구,노은1동,21605,3358,4702,6722,8797,10865,15.54,21.76,31.11,40.72,50.29
대전광역시,유성구,노은2동,24173,4232,5904,8276,10631,12765,17.51,24.42,34.24,43.98,52.81
대전광역시,유성구,노은3동,37000,5826,8109,11223,14788,18613,15.75,21.92,30.33,39.97,50.31
대전광역시,유성구,신성동,26095,3372,4886,6876,8952,11063,12.92,18.72,26.35,34.31,42.40
대전광역시,유성구,전민동,26920,4139,6151,8511,10633,12686,15.38,22.85,31.62,39.50,47.12
대전광역시,유성구,구즉동,27081,4756,6841,9464,11752,13989,17.56,25.26,34.95,43.40,51.66
대전광역시,유성구,관평동,28467,3325,5061,7997,11071,13697,11.68,17.78,28.09,38.89,48.12
대전광역시,유성구,원신흥동,27343,4669,6530,8641,10934,13752,17.08,23.88,31.60,39.99,50.29
대전광역시,대덕구,오정동,14429,4648,5990,7286,8289,9115,32.21,41.51,50.50,57.45,63.17
대전광역시,대덕구,대화동,6835,2319,2912,3598,4126,4603,33.93,42.60,52.64,60.37,67.34
대전광역시,대덕구,회덕동,12141,4194,5313,6487,7386,8113,34.54,43.76,53.43,60.84,66.82
대전광역시,대덕구,비래동,16117,4532,5989,7670,9004,10044,28.12,37.16,47.59,55.87,62.32
대전광역시,대덕구,송촌동,26913,4853,7277,10469,13063,15056,18.03,27.04,38.90,48.54,55.94
대전광역시,대덕구,중리동,19437,5264,7132,9008,10632,11904,27.08,36.69,46.34,54.70,61.24
대전광역시,대덕구,신탄진동,14341,3994,5277,6626,7708,8587,27.85,36.80,46.20,53.75,59.88
대전광역시,대덕구,석봉동,16228,2966,4166,5535,6786,8225,18.28,25.67,34.11,41.82,50.68
대전광역시,대덕구,덕암동,13590,3473,4680,6044,7182,8080,25.56,34.44,44.47,52.85,59.46
대전광역시,대덕구,목상동,6449,1254,1791,2407,2987,3535,19.44,27.77,37.32,46.32,54.81
대전광역시,대덕구,법1동,13025,3780,4988,6304,7188,8002,29.02,38.30,48.40,55.19,61.44
대전광역시,대덕구,법2동,15789,4742,6285,7921,9124,10058,30.03,39.81,50.17,57.79,63.70
울산광역시,중구,학성동,11238,3966,4980,5919,6728,7430,35.29,44.31,52.67,59.87,66.11
울산광역시,중구,반구1동,16622,4197,5870,7393,8598,9960,25.25,35.31,44.48,51.73,59.92
울산광역시,중구,반구2동,8632,2686,3548,4397,4975,5493,31.12,41.10,50.94,57.63,63.64
울산광역시,중구,복산1동,4197,1511,1939,2337,2618,2792,36.00,46.20,55.68,62.38,66.52
울산광역시,중구,복산2동,11126,2525,3523,4566,5487,6255,22.69,31.66,41.04,49.32,56.22
울산광역시,중구,중앙동,12561,5066,6321,7437,8225,8919,40.33,50.32,59.21,65.48,71.01
울산광역시,중구,우정동,18027,5301,6962,8526,9838,11152,29.41,38.62,47.30,54.57,61.86
울산광역시,중구,태화동,32834,7024,9832,12775,15529,18587,21.39,29.94,38.91,47.30,56.61
울산광역시,중구,다운동,22674,6874,9408,11825,13607,14870,30.32,41.49,52.15,60.01,65.58
울산광역시,중구,병영1동,21924,5783,8139,10383,12028,13534,26.38,37.12,47.36,54.86,61.73
울산광역시,중구,병영2동,20163,4742,6604,8320,9810,11711,23.52,32.75,41.26,48.65,58.08
울산광역시,중구,약사동,10766,1678,2568,3661,4462,5497,15.59,23.85,34.01,41.45,51.06
울산광역시,중구,성안동,20759,3844,5459,7627,9732,11814,18.52,26.30,36.74,46.88,56.91
울산광역시,남구,신정1동,17987,6038,7796,9407,10641,11707,33.57,43.34,52.30,59.16,65.09
울산광역시,남구,신정2동,23877,4645,6769,9302,11498,13485,19.45,28.35,38.96,48.16,56.48
울산광역시,남구,신정3동,16299,4220,5879,7444,8676,9870,25.89,36.07,45.67,53.23,60.56
울산광역시,남구,신정4동,20848,4323,6044,8076,9811,11616,20.74,28.99,38.74,47.06,55.72
울산광역시,남구,신정5동,8894,2181,3005,3847,4558,5228,24.52,33.79,43.25,51.25,58.78
울산광역시,남구,달동,27151,6558,9190,11756,13883,15813,24.15,33.85,43.30,51.13,58.24
울산광역시,남구,삼산동,49066,8502,12924,17927,22116,26162,17.33,26.34,36.54,45.07,53.32
울산광역시,남구,삼호동,20304,5177,7415,9747,11237,12452,25.50,36.52,48.01,55.34,61.33
울산광역시,남구,무거동,31673,5810,8891,12601,15246,17356,18.34,28.07,39.78,48.14,54.80
울산광역시,남구,옥동,26208,5190,7719,10555,12724,14661,19.80,29.45,40.27,48.55,55.94
울산광역시,남구,대현동,29587,5750,7995,10526,13026,15926,19.43,27.02,35.58,44.03,53.83
울산광역시,남구,수암동,16637,3392,4895,6568,7873,9131,20.39,29.42,39.48,47.32,54.88
울산광역시,남구,선암동,14226,3510,4842,6201,7390,8433,24.67,34.04,43.59,51.95,59.28
울산광역시,남구,야음장생포동,9571,3358,4281,5106,5757,6367,35.09,44.73,53.35,60.15,66.52
울산광역시,동구,방어동,39980,8661,11776,15296,18811,22662,21.66,29.45,38.26,47.05,56.68
울산광역시,동구,일산동,5717,1914,2461,2905,3312,3727,33.48,43.05,50.81,57.93,65.19
울산광역시,동구,화정동,19337,4544,6067,7632,9079,10908,23.50,31.38,39.47,46.95,56.41
울산광역시,동구,대송동,11469,2611,3673,4812,5791,6718,22.77,32.03,41.96,50.49,58.58
울산광역시,동구,전하1동,14885,3700,4889,6003,7104,8371,24.86,32.85,40.33,47.73,56.24
울산광역시,동구,전하2동,20432,4461,6344,8080,9706,11521,21.83,31.05,39.55,47.50,56.39
울산광역시,동구,남목1동,8667,2612,3325,3949,4605,5362,30.14,38.36,45.56,53.13,61.87
울산광역시,동구,남목2동,20926,4646,6019,7336,8890,10883,22.20,28.76,35.06,42.48,52.01
울산광역시,동구,남목3동,11917,3044,3949,4783,5732,6870,25.54,33.14,40.14,48.10,57.65
울산광역시,북구,농소1동,36674,6346,9379,12535,15524,19331,17.30,25.57,34.18,42.33,52.71
울산광역시,북구,농소2동,42086,5772,9030,12465,16035,20519,13.71,21.46,29.62,38.10,48.75
울산광역시,북구,농소3동,37889,4978,8099,12434,16704,20444,13.14,21.38,32.82,44.09,53.96
울산광역시,북구,강동동,16318,3125,4210,5218,6312,8283,19.15,25.80,31.98,38.68,50.76
울산광역시,북구,효문동,29418,5245,8439,11383,13443,15610,17.83,28.69,38.69,45.70,53.06
울산광역시,북구,송정동,36738,5022,8389,11768,14572,17966,13.67,22.83,32.03,39.66,48.90
울산광역시,북구,양정동,9748,1874,2827,3634,4269,5072,19.22,29.00,37.28,43.79,52.03
울산광역시,북구,염포동,10181,2519,3573,4452,5147,5959,24.74,35.09,43.73,50.55,58.53
울산광역시,울주군,온산읍,20403,4512,6412,8633,10534,12277,22.11,31.43,42.31,51.63,60.17
울산광역시,울주군,언양읍,28217,7236,9863,12432,14697,16888,25.64,34.95,44.06,52.09,59.85
울산광역시,울주군,온양읍,28675,6007,8514,11383,14117,16553,20.95,29.69,39.70,49.23,57.73
울산광역시,울주군,범서읍,69484,11523,17278,24936,31977,37855,16.58,24.87,35.89,46.02,54.48
울산광역시,울주군,청량읍,19024,4692,6403,8225,9684,11055,24.66,33.66,43.23,50.90,58.11
울산광역시,울주군,삼남읍,22728,6287,8530,10729,12411,14002,27.66,37.53,47.21,54.61,61.61
울산광역시,울주군,서생면,8427,3152,3975,4701,5313,5878,37.40,47.17,55.78,63.05,69.75
울산광역시,울주군,웅촌면,7701,3348,4240,4911,5302,5678,43.47,55.06,63.77,68.85,73.73
울산광역시,울주군,두동면,4287,2097,2589,2989,3213,3392,48.92,60.39,69.72,74.95,79.12
울산광역시,울주군,두서면,3108,1859,2170,2393,2520,2615,59.81,69.82,76.99,81.08,84.14
울산광역시,울주군,상북면,7964,3629,4567,5318,5806,6167,45.57,57.35,66.78,72.90,77.44
울산광역시,울주군,삼동면,1759,991,1203,1340,1421,1480,56.34,68.39,76.18,80.78,84.14
세종특별자치시,,조치원읍,43191,10754,13911,17520,20963,24269,24.90,32.21,40.56,48.54,56.19
세종특별자치시,,연기면,2780,1000,1262,1509,1683,1837,35.97,45.40,54.28,60.54,66.08
세종특별자치시,,연동면,3086,1514,1788,2000,2176,2332,49.06,57.94,64.81,70.51,75.57
세종특별자치시,,부강면,6090,2226,2779,3263,3659,4046,36.55,45.63,53.58,60.08,66.44
세종특별자치시,,금남면,8917,3838,4693,5393,5934,6402,43.04,52.63,60.48,66.55,71.80
세종특별자치시,,장군면,7057,2236,2898,3557,4056,4505,31.68,41.07,50.40,57.47,63.84
세종특별자치시,,연서면,7336,3064,3657,4260,4687,5095,41.77,49.85,58.07,63.89,69.45
세종특별자치시,,전의면,5524,2364,2901,3357,3729,4003,42.80,52.52,60.77,67.51,72.47
세종특별자치시,,전동면,3359,1738,2099,2392,2546,2696,51.74,62.49,71.21,75.80,80.26
세종특별자치시,,소정면,2229,876,1093,1295,1466,1578,39.30,49.04,58.10,65.77,70.79
세종특별자치시,,한솔동,18546,1995,3074,4843,7025,9054,10.76,16.58,26.11,37.88,48.82
세종특별자치시,,새롬동,39069,3198,4931,7818,11763,16470,8.19,12.62,20.01,30.11,42.16
세종특별자치시,,도담동,33520,3778,5500,8246,11647,15319,11.27,16.41,24.60,34.75,45.70
세종특별자치시,,해밀동,8641,674,979,1562,2348,3512,7.80,11.33,18.08,27.17,40.64
세종특별자치시,,아름동,23291,2090,3093,5040,7893,10830,8.97,13.28,21.64,33.89,46.50
세종특별자치시,,종촌동,28948,3389,4765,6951,9776,13221,11.71,16.46,24.01,33.77,45.67
세종특별자치시,,고운동,34104,3787,5257,7532,10954,15391,11.10,15.41,22.09,32.12,45.13
세종특별자치시,,소담동,21004,2189,3271,4638,6463,8993,10.42,15.57,22.08,30.77,42.82
세종특별자치시,,반곡동,22210,1566,2494,3727,5231,7713,7.05,11.23,16.78,23.55,34.73
세종특별자치시,,보람동,18852,2084,3131,4552,6306,8509,11.05,16.61,24.15,33.45,45.14
세종특별자치시,,대평동,11316,1355,2117,3061,4013,5169,11.97,18.71,27.05,35.46,45.68
세종특별자치시,,다정동,28226,2685,3970,5863,8346,11892,9.51,14.07,20.77,29.57,42.13
경기도,수원시 장안구,파장동,23198,6245,8395,10617,12513,14111,26.92,36.19,45.77,53.94,60.83
경기도,수원시 장안구,율천동,42331,6954,10002,13614,16690,19714,16.43,23.63,32.16,39.43,46.57
경기도,수원시 장안구,정자1동,28723,5716,8042,10988,13685,16041,19.90,28.00,38.26,47.64,55.85
경기도,수원시 장안구,정자2동,36733,7211,10022,13420,16644,19709,19.63,27.28,36.53,45.31,53.65
경기도,수원시 장안구,정자3동,41063,5409,8534,13032,17612,21240,13.17,20.78,31.74,42.89,51.73
경기도,수원시 장안구,영화동,19837,6408,8400,10222,11654,13004,32.30,42.35,51.53,58.75,65.55
경기도,수원시 장안구,송죽동,19316,4679,6404,8265,9818,11214,24.22,33.15,42.79,50.83,58.06
경기도,수원시 장안구,조원1동,28075,7301,9893,12672,14962,16832,26.01,35.24,45.14,53.29,59.95
경기도,수원시 장안구,조원2동,18393,4234,6052,7936,9379,10613,23.02,32.90,43.15,50.99,57.70
경기도,수원시 장안구,연무동,15872,5187,6533,7857,8961,9888,32.68,41.16,49.50,56.46,62.30
경기도,수원시 권선구,세류1동,10003,2335,3259,4090,4750,5552,23.34,32.58,40.89,47.49,55.50
경기도,수원시 권선구,세류2동,23668,6159,8200,10340,12190,13941,26.02,34.65,43.69,51.50,58.90
경기도,수원시 권선구,세류3동,18666,5168,6793,8452,10012,11412,27.69,36.39,45.28,53.64,61.14
경기도,수원시 권선구,평동,40209,9030,12762,16473,19468,22364,22.46,31.74,40.97,48.42,55.62
경기도,수원시 권선구,서둔동,37880,9008,12289,15766,18752,21585,23.78,32.44,41.62,49.50,56.98
경기도,수원시 권선구,구운동,24234,5947,8281,10659,12536,14174,24.54,34.17,43.98,51.73,58.49
경기도,수원시 권선구,금곡동,45311,7901,11472,15508,19319,23570,17.44,25.32,34.23,42.64,52.02
경기도,수원시 권선구,호매실동,45866,6777,9625,12872,16415,21733,14.78,20.99,28.06,35.79,47.38
경기도,수원시 권선구,권선1동,24630,4736,6738,8785,10544,12283,19.23,27.36,35.67,42.81,49.87
경기도,수원시 권선구,권선2동,47848,7473,11149,15253,19357,23972,15.62,23.30,31.88,40.46,50.10
경기도,수원시 권선구,곡선동,34616,4471,7123,10275,13247,16290,12.92,20.58,29.68,38.27,47.06
경기도,수원시 권선구,입북동,16357,3162,4498,6113,7654,9114,19.33,27.50,37.37,46.79,55.72
경기도,수원시 팔달구,매교동,5857,1676,2211,2694,3113,3512,28.62,37.75,46.00,53.15,59.96
경기도,수원시 팔달구,매산동,10233,2865,3758,4683,5376,6102,28.00,36.72,45.76,52.54,59.63
경기도,수원시 팔달구,고등동,20096,4576,6136,7794,9222,10815,22.77,30.53,38.78,45.89,53.82
경기도,수원시 팔달구,화서1동,22408,5883,7771,9890,11815,13417,26.25,34.68,44.14,52.73,59.88
경기도,수원시 팔달구,화서2동,25550,4894,7213,9839,12009,13863,19.15,28.23,38.51,47.00,54.26
