시도명,시군구명,행정동명,행정동별_total,현재,5년후,10년후,현재_고령인구비율,5년후_고령인구비율,10년후_고령인구비율
대구광역시,남구,대명4동,10950,5940,6626,7198,54.25,60.51,65.74
대구광역시,남구,대명5동,6270,2885,3298,3610,46.01,52.60,57.58
대구광역시,남구,대명6동,9533,4397,5094,5795,46.12,53.44,60.79
대구광역시,남구,대명9동,15579,7427,8579,9648,47.67,55.07,61.93
대구광역시,남구,대명10동,9072,4813,5407,5958,53.05,59.60,65.67
대구광역시,남구,대명11동,8618,4880,5409,5891,56.63,62.76,68.36
대구광역시,북구,고성동,4888,2283,2632,2961,46.71,53.85,60.58
대구광역시,북구,칠성동,23406,8709,10596,12811,37.21,45.27,54.73
대구광역시,북구,침산1동,4081,2377,2640,2836,58.25,64.69,69.49
대구광역시,북구,침산2동,18567,6331,8082,9934,34.10,43.53,53.50
대구광역시,북구,침산3동,19738,8298,10058,11614,42.04,50.96,58.84
대구광역시,북구,산격1동,9128,5840,6405,6864,63.98,70.17,75.20
대구광역시,북구,산격2동,10734,5359,6099,6703,49.93,56.82,62.45
대구광역시,북구,산격3동,9416,3636,4177,4652,38.62,44.36,49.41
대구광역시,북구,산격4동,8344,4415,4931,5418,52.91,59.10,64.93
대구광역시,북구,대현동,17658,8144,9417,10657,46.12,53.33,60.35
대구광역시,북구,복현1동,7780,2847,3258,3644,36.59,41.88,46.84
대구광역시,북구,복현2동,31149,12087,14597,17011,38.80,46.86,54.61
대구광역시,북구,검단동,6402,3556,3969,4375,55.55,62.00,68.34
대구광역시,북구,무태조야동,36326,13889,17533,20660,38.23,48.27,56.87
대구광역시,북구,관문동,36455,13249,16189,19690,36.34,44.41,54.01
대구광역시,북구,태전1동,22266,9801,11454,12764,44.02,51.44,57.33
대구광역시,북구,태전2동,24330,10713,12703,14382,44.03,52.21,59.11
대구광역시,북구,구암동,34804,13509,17114,19590,38.81,49.17,56.29
대구광역시,북구,관음동,16340,8158,9466,10406,49.93,57.93,63.68
대구광역시,북구,읍내동,26662,11963,13935,15503,44.87,52.27,58.15
대구광역시,북구,동천동,27685,9861,13060,15082,35.62,47.17,54.48
대구광역시,북구,노원동,11461,6216,7017,7719,54.24,61.23,67.35
대구광역시,북구,국우동,29664,9698,12794,15304,32.69,43.13,51.59
대구광역시,수성구,범어1동,16561,6091,7692,9167,36.78,46.45,55.35
대구광역시,수성구,범어2동,15386,6027,7360,8603,39.17,47.84,55.91
대구광역시,수성구,범어3동,16720,5211,6879,8611,31.17,41.14,51.50
대구광역시,수성구,범어4동,19851,5774,8410,10621,29.09,42.37,53.50
대구광역시,수성구,만촌1동,22607,10049,11875,13538,44.45,52.53,59.88
대구광역시,수성구,만촌2동,10909,4962,5852,6511,45.49,53.64,59.68
대구광역시,수성구,만촌3동,19476,6754,9120,10924,34.68,46.83,56.09
대구광역시,수성구,수성1가동,17788,8146,9771,11051,45.79,54.93,62.13
대구광역시,수성구,수성2.3가동,11798,4699,5889,6985,39.83,49.92,59.20
대구광역시,수성구,수성4가동,14344,7015,8145,9023,48.91,56.78,62.90
대구광역시,수성구,황금1동,23608,8723,11297,13326,36.95,47.85,56.45
대구광역시,수성구,황금2동,10649,4747,5628,6400,44.58,52.85,60.10
대구광역시,수성구,중동,12145,5253,6233,7264,43.25,51.32,59.81
대구광역시,수성구,상동,16165,7843,9108,10233,48.52,56.34,63.30
대구광역시,수성구,파동,12444,6252,7148,8095,50.24,57.44,65.05
대구광역시,수성구,두산동,14167,5916,7062,8106,41.76,49.85,57.22
대구광역시,수성구,지산1동,21694,11051,12671,13939,50.94,58.41,64.25
대구광역시,수성구,지산2동,18562,9085,10564,11727,48.94,56.91,63.18
대구광역시,수성구,범물1동,11250,7060,7745,8261,62.76,68.84,73.43
대구광역시,수성구,범물2동,17059,7487,8964,10254,43.89,52.55,60.11
대구광역시,수성구,고산1동,30970,12124,15140,17431,39.15,48.89,56.28
대구광역시,수성구,고산2동,28650,11618,14145,16151,40.55,49.37,56.37
대구광역시,수성구,고산3동,33026,13950,16762,19098,42.24,50.75,57.83
대구광역시,달서구,성당동,23046,11034,12821,14523,47.88,55.63,63.02
대구광역시,달서구,두류1.2동,14398,7291,8181,9038,50.64,56.82,62.77
대구광역시,달서구,두류3동,8185,4170,4709,5236,50.95,57.53,63.97
대구광역시,달서구,감삼동,26130,10985,12936,14827,42.04,49.51,56.74
대구광역시,달서구,죽전동,13519,6350,7342,8134,46.97,54.31,60.17
대구광역시,달서구,장기동,17058,7323,8606,9928,42.93,50.45,58.20
대구광역시,달서구,용산1동,30667,13051,15774,17800,42.56,51.44,58.04
대구광역시,달서구,용산2동,28601,12476,14883,16726,43.62,52.04,58.48
대구광역시,달서구,이곡1동,22921,9748,11780,13159,42.53,51.39,57.41
대구광역시,달서구,이곡2동,16342,7703,8985,9908,47.14,54.98,60.63
대구광역시,달서구,신당동,31990,13447,15808,17581,42.04,49.42,54.96
대구광역시,달서구,본리동,20430,7734,9561,11494,37.86,46.80,56.26
대구광역시,달서구,월성1동,37084,10362,15154,19181,27.94,40.86,51.72
대구광역시,달서구,월성2동,15787,9365,10516,11402,59.32,66.61,72.22
대구광역시,달서구,진천동,51239,21570,25695,29347,42.10,50.15,57.27
대구광역시,달서구,유천동,33452,6719,10297,14821,20.09,30.78,44.31
대구광역시,달서구,상인1동,35943,15197,18322,20886,42.28,50.98,58.11
대구광역시,달서구,상인2동,19641,8792,10090,11259,44.76,51.37,57.32
대구광역시,달서구,상인3동,11079,7078,7668,8240,63.89,69.21,74.37
대구광역시,달서구,도원동,35220,16885,19500,21650,47.94,55.37,61.47
대구광역시,달서구,송현1동,19348,9904,11279,12436,51.19,58.30,64.28
대구광역시,달서구,송현2동,18011,9761,10918,12011,54.19,60.62,66.69
대구광역시,달서구,본동,12237,6319,7263,8016,51.64,59.35,65.51
대구광역시,달성군,화원읍,46545,22113,25733,28674,47.51,55.29,61.60
대구광역시,달성군,논공읍,4735,2676,2940,3223,56.52,62.09,68.07
대구광역시,달성군,논공읍공단출장소,13084,5870,7216,8141,44.86,55.15,62.22
대구광역시,달성군,다사읍,50813,17430,22166,27078,34.30,43.62,53.29
대구광역시,달성군,다사읍서재출장소,38847,10027,13133,17642,25.81,33.81,45.41
대구광역시,달성군,유가읍,29468,6740,9331,13057,22.87,31.66,44.31
대구광역시,달성군,옥포읍,24997,10973,12624,14668,43.90,50.50,58.68
대구광역시,달성군,현풍읍,23181,8036,9597,11739,34.67,41.40,50.64
대구광역시,달성군,가창면,7776,4796,5283,5709,61.68,67.94,73.42
대구광역시,달성군,하빈면,3556,2571,2741,2865,72.30,77.08,80.57
대구광역시,달성군,구지면,19370,5509,6872,8903,28.44,35.48,45.96
인천광역시,중구,연안동,6075,3584,3997,4338,59.00,65.79,71.41
인천광역시,중구,신포동,5011,2661,3090,3443,53.10,61.66,68.71
인천광역시,중구,신흥동,13291,6253,7279,8271,47.05,54.77,62.23
인천광역시,중구,도원동,3926,2296,2582,2805,58.48,65.77,71.45
인천광역시,중구,율목동,3185,1900,2141,2340,59.65,67.22,73.47
인천광역시,중구,동인천동,5798,3391,3792,4128,58.49,65.40,71.20
인천광역시,중구,개항동,6985,4012,4508,4928,57.44,64.54,70.55
인천광역시,중구,영종동,19359,7909,9522,11093,40.85,49.19,57.30
인천광역시,중구,영종1동,44171,10018,14343,20061,22.68,32.47,45.42
인천광역시,중구,운서동,33965,9021,12179,14939,26.56,35.86,43.98
인천광역시,중구,용유동,3906,2786,3030,3208,71.33,77.57,82.13
인천광역시,동구,만석동,6894,3327,3895,4442,48.26,56.50,64.43
인천광역시,동구,화수1.화평동,5942,3307,3744,4130,55.65,63.01,69.51
인천광역시,동구,화수2동,7551,4123,4747,5259,54.60,62.87,69.65
인천광역시,동구,송현1.2동,10322,4585,5426,6326,44.42,52.57,61.29
인천광역시,동구,송현3동,3529,2117,2365,2565,59.99,67.02,72.68
인천광역시,동구,송림1동,1555,848,958,1082,54.53,61.61,69.58
인천광역시,동구,송림2동,2673,1708,1877,2029,63.90,70.22,75.91
인천광역시,동구,송림3.5동,6955,3435,4054,4605,49.39,58.29,66.21
인천광역시,동구,송림4동,6107,2154,2654,3239,35.27,43.46,53.04
인천광역시,동구,송림6동,6091,2726,3241,3811,44.75,53.21,62.57
인천광역시,동구,금창동,2763,1658,1886,2032,60.01,68.26,73.54
인천광역시,미추홀구,숭의2동,14844,6524,7609,8739,43.95,51.26,58.87
인천광역시,미추홀구,숭의1.3동,13864,5499,6467,7544,39.66,46.65,54.41
인천광역시,미추홀구,숭의4동,16102,7238,8480,9684,44.95,52.66,60.14
인천광역시,미추홀구,용현1.4동,17518,8007,9074,10029,45.71,51.80,57.25
인천광역시,미추홀구,용현2동,17900,7440,8719,10101,41.56,48.71,56.43
인천광역시,미추홀구,용현3동,7648,4161,4663,5115,54.41,60.97,66.88
인천광역시,미추홀구,용현5동,47384,17795,21864,26052,37.55,46.14,54.98
인천광역시,미추홀구,학익1동,31941,13466,16363,18903,42.16,51.23,59.18
인천광역시,미추홀구,학익2동,18224,8638,10088,11346,47.40,55.36,62.26
인천광역시,미추홀구,도화1동,23320,10005,11671,13541,42.90,50.05,58.07
인천광역시,미추홀구,도화2.3동,33051,12402,14912,17924,37.52,45.12,54.23
인천광역시,미추홀구,주안1동,20800,7042,8510,10248,33.86,40.91,49.27
인천광역시,미추홀구,주안2동,16740,8217,9435,10595,49.09,56.36,63.29
인천광역시,미추홀구,주안3동,8715,4267,4959,5544,48.96,56.90,63.61
인천광역시,미추홀구,주안4동,13331,7251,8167,8993,54.39,61.26,67.46
인천광역시,미추홀구,주안5동,20815,9196,10717,12272,44.18,51.49,58.96
인천광역시,미추홀구,주안6동,21905,8514,10298,12297,38.87,47.01,56.14
인천광역시,미추홀구,주안7동,12464,6612,7556,8416,53.05,60.62,67.52
인천광역시,미추홀구,주안8동,20992,9776,11431,12912,46.57,54.45,61.51
인천광역시,미추홀구,관교동,14950,6968,8066,9184,46.61,53.95,61.43
인천광역시,미추홀구,문학동,14435,5784,7236,8619,40.07,50.13,59.71
인천광역시,연수구,옥련1동,19241,8507,10094,11508,44.21,52.46,59.81
인천광역시,연수구,옥련2동,20281,8504,10237,11753,41.93,50.48,57.95
인천광역시,연수구,선학동,17076,8414,9614,10732,49.27,56.30,62.85
인천광역시,연수구,연수1동,19236,8529,10115,11563,44.34,52.58,60.11
인천광역시,연수구,연수2동,20969,8839,10401,11824,42.15,49.60,56.39
인천광역시,연수구,연수3동,16010,7718,8810,9754,48.21,55.03,60.92
인천광역시,연수구,청학동,24789,12224,14118,15665,49.31,56.95,63.19
인천광역시,연수구,동춘1동,25335,9470,11576,13653,37.38,45.69,53.89
인천광역시,연수구,동춘2동,18213,7256,8696,10010,39.84,47.75,54.96
인천광역시,연수구,동춘3동,18407,6958,8786,10150,37.80,47.73,55.14
인천광역시,연수구,송도1동,38184,12170,15683,18669,31.87,41.07,48.89
인천광역시,연수구,송도2동,36648,9417,13718,17880,25.70,37.43,48.79
인천광역시,연수구,송도3동,48818,11269,15889,21342,23.08,32.55,43.72
인천광역시,연수구,송도4동,25509,6157,8547,11590,24.14,33.51,45.43
인천광역시,연수구,송도5동,40016,9106,12368,17344,22.76,30.91,43.34
인천광역시,남동구,구월1동,31328,11487,14018,17159,36.67,44.75,54.77
인천광역시,남동구,구월2동,35330,12871,16168,19422,36.43,45.76,54.97
인천광역시,남동구,구월3동,30361,9758,12021,14623,32.14,39.59,48.16
인천광역시,남동구,구월4동,14641,7352,8484,9475,50.22,57.95,64.72
인천광역시,남동구,간석1동,20531,9356,10937,12418,45.57,53.27,60.48
인천광역시,남동구,간석2동,21932,9290,11138,12967,42.36,50.78,59.12
인천광역시,남동구,간석3동,27457,12591,14677,16623,45.86,53.45,60.54
인천광역시,남동구,간석4동,29231,12554,14848,17090,42.95,50.80,58.47
인천광역시,남동구,만수1동,17106,8651,9877,10965,50.57,57.74,64.10
인천광역시,남동구,만수2동,24114,10318,12411,14339,42.79,51.47,59.46
인천광역시,남동구,만수3동,17671,7465,8912,10298,42.24,50.43,58.28
인천광역시,남동구,만수4동,20837,9246,10893,12415,44.37,52.28,59.58
인천광역시,남동구,만수5동,15339,7982,9047,9965,52.04,58.98,64.97
인천광역시,남동구,만수6동,24130,11342,13268,14838,47.00,54.99,61.49
인천광역시,남동구,장수서창동,19800,8503,10215,11784,42.94,51.59,59.52
인천광역시,남동구,서창2동,39306,11765,14978,19752,29.93,38.11,50.25
인천광역시,남동구,남촌도림동,21083,9942,11638,13097,47.16,55.20,62.12
인천광역시,남동구,논현1동,31912,11889,14823,17647,37.26,46.45,55.30
인천광역시,남동구,논현2동,32895,12843,15690,18333,39.04,47.70,55.73
인천광역시,남동구,논현고잔동,41172,13330,17541,21811,32.38,42.60,52.98
인천광역시,부평구,부평1동,36496,14636,17396,20156,40.10,47.67,55.23
인천광역시,부평구,부평2동,14897,6671,7867,8925,44.78,52.81,59.91
인천광역시,부평구,부평3동,12676,6290,7250,8112,49.62,57.19,63.99
인천광역시,부평구,부평4동,36971,14187,16887,19765,38.37,45.68,53.46
인천광역시,부평구,부평5동,31614,11389,13787,16517,36.03,43.61,52.25
인천광역시,부평구,부평6동,14913,6453,7539,8714,43.27,50.55,58.43
인천광역시,부평구,산곡1동,12180,5811,6654,7518,47.71,54.63,61.72
인천광역시,부평구,산곡2동,30868,12247,14964,17603,39.68,48.48,57.03
인천광역시,부평구,산곡3동,21979,10958,12557,13922,49.86,57.13,63.34
인천광역시,부평구,산곡4동,17630,7622,9016,10263,43.23,51.14,58.21
인천광역시,부평구,청천1동,6884,3439,3953,4451,49.96,57.42,64.66
인천광역시,부평구,청천2동,35306,14559,17151,19825,41.24,48.58,56.15
인천광역시,부평구,갈산1동,16538,7465,8724,9806,45.14,52.75,59.29
인천광역시,부평구,갈산2동,18574,8838,10060,11265,47.58,54.16,60.65
인천광역시,부평구,삼산1동,33017,14174,16960,19495,42.93,51.37,59.05
인천광역시,부평구,삼산2동,28561,10630,13636,16022,37.22,47.74,56.10
인천광역시,부평구,부개1동,16135,8137,9273,10434,50.43,57.47,64.67
인천광역시,부평구,부개2동,20047,8210,9862,11368,40.95,49.19,56.71
인천광역시,부평구,부개3동,30477,12640,15241,17411,41.47,50.01,57.13
인천광역시,부평구,일신동,12399,5484,6369,7269,44.23,51.37,58.63
인천광역시,부평구,십정1동,13877,6645,7728,8734,47.88,55.69,62.94
인천광역시,부평구,십정2동,22805,11415,13091,14649,50.05,57.40,64.24
인천광역시,계양구,효성1동,27580,12465,14479,16403,45.20,52.50,59.47
인천광역시,계양구,효성2동,28789,13016,15277,17214,45.21,53.07,59.79
인천광역시,계양구,계산1동,19140,9532,10910,12095,49.80,57.00,63.19
인천광역시,계양구,계산2동,15745,7855,8936,9805,49.89,56.75,62.27
인천광역시,계양구,계산3동,18939,8498,9783,10883,44.87,51.66,57.46
인천광역시,계양구,계산4동,23040,9268,11303,13035,40.23,49.06,56.58
인천광역시,계양구,작전1동,27578,11851,14098,16035,42.97,51.12,58.14
인천광역시,계양구,작전2동,19664,9327,10673,11964,47.43,54.28,60.84
인천광역시,계양구,작전서운동,34763,13223,16291,18961,38.04,46.86,54.54
인천광역시,계양구,계양1동,20645,9399,10936,12401,45.53,52.97,60.07
인천광역시,계양구,계양2동,32940,15262,17892,19954,46.33,54.32,60.58
인천광역시,계양구,계양3동,25378,8923,11312,14014,35.16,44.57,55.22
인천광역시,서구,검암경서동,45458,14346,18390,22933,31.56,40.45,50.45
인천광역시,서구,연희동,40304,18065,21238,23832,44.82,52.69,59.13
인천광역시,서구,청라1동,31247,7600,10709,13952,24.32,34.27,44.65
인천광역시,서구,청라2동,48477,12636,17326,22829,26.07,35.74,47.09
인천광역시,서구,청라3동,32221,7581,10594,14327,23.53,32.88,44.46
인천광역시,서구,가정1동,33407,11151,13588,16886,33.38,40.67,50.55
인천광역시,서구,가정2동,6397,3110,3524,3866,48.62,55.09,60.43
인천광역시,서구,가정3동,9531,4577,5215,5787,48.02,54.72,60.72
인천광역시,서구,석남1동,22156,10617,12229,13722,47.92,55.19,61.93
인천광역시,서구,석남2동,12939,6636,7550,8402,51.29,58.35,64.94
인천광역시,서구,석남3동,13723,6560,7595,8500,47.80,55.35,61.94
인천광역시,서구,신현원창동,31289,12878,15250,17764,41.16,48.74,56.77
인천광역시,서구,가좌1동,12772,5859,6846,7692,45.87,53.60,60.23
인천광역시,서구,가좌2동,19775,8757,10253,11649,44.28,51.85,58.91
인천광역시,서구,가좌3동,16525,8386,9522,10534,50.75,57.62,63.75
인천광역시,서구,가좌4동,10399,4730,5444,6266,45.49,52.35,60.26
인천광역시,서구,검단동,33135,12501,15424,18231,37.73,46.55,55.02
인천광역시,서구,불로대곡동,22940,8876,11181,13171,38.69,48.74,57.41
인천광역시,서구,원당동,23806,7406,10171,12571,31.11,42.72,52.81
인천광역시,서구,당하동,27633,8708,11241,13954,31.51,40.68,50.50
인천광역시,서구,오류왕길동,25363,9668,11912,14143,38.12,46.97,55.76
인천광역시,서구,마전동,22565,7709,10027,11890,34.16,44.44,52.69
인천광역시,서구,아라동,23374,4198,6004,9029,17.96,25.69,38.63
인천광역시,강화군,강화읍,22748,11765,13465,14956,51.72,59.19,65.75
인천광역시,강화군,선원면,7967,4434,5010,5504,55.65,62.88,69.08
인천광역시,강화군,불은면,4952,3548,3781,3991,71.65,76.35,80.59
인천광역시,강화군,길상면,7267,4709,5121,5479,64.80,70.47,75.40
인천광역시,강화군,화도면,4562,3270,3460,3658,71.68,75.84,80.18
인천광역시,강화군,양도면,4280,3053,3278,3452,71.33,76.59,80.65
인천광역시,강화군,내가면,3075,2291,2436,2529,74.50,79.22,82.24
인천광역시,강화군,하점면,4062,3005,3181,3323,73.98,78.31,81.81
인천광역시,강화군,양사면,1892,1444,1518,1588,76.32,80.23,83.93
인천광역시,강화군,송해면,3266,2327,2501,2608,71.25,76.58,79.85
인천광역시,강화군,교동면,2848,2215,2314,2405,77.77,81.25,84.45
인천광역시,강화군,삼산면,2223,1662,1763,1850,74.76,79.31,83.22
인천광역시,강화군,서도면,377,293,306,317,77.72,81.17,84.08
인천광역시,강화군,서도면볼음출장소,261,224,231,235,85.82,88.51,90.04
인천광역시,옹진군,북도면,1158,819,875,930,70.73,75.56,80.31
인천광역시,옹진군,북도면장봉출장소,993,721,788,831,72.61,79.36,83.69
인천광역시,옹진군,백령면,5010,2252,2573,2864,44.95,51.36,57.17
인천광역시,옹진군,대청면,1207,693,756,814,57.42,62.63,67.44
인천광역시,옹진군,대청면소청출장소,222,145,151,158,65.32,68.02,71.17
인천광역시,옹진군,덕적면,1901,1411,1515,1566,74.22,79.69,82.38
인천광역시,옹진군,영흥면,6645,3920,4330,4738,58.99,65.16,71.30
인천광역시,옹진군,자월면,965,710,757,792,73.58,78.45,82.07
인천광역시,옹진군,자월면이작출장소,375,271,285,306,72.27,76.00,81.60
인천광역시,옹진군,연평면,2057,902,1034,1155,43.85,50.27,56.15
광주광역시,동구,충장동,4859,2051,2303,2537,42.21,47.40,52.21
광주광역시,동구,동명동,3853,1847,2127,2337,47.94,55.20,60.65
광주광역시,동구,계림1동,10897,4558,5286,6111,41.83,48.51,56.08
광주광역시,동구,계림2동,9740,3901,4634,5440,40.05,47.58,55.85
광주광역시,동구,산수1동,8552,4030,4625,5229,47.12,54.08,61.14
광주광역시,동구,산수2동,10498,5332,6054,6714,50.79,57.67,63.96
광주광역시,동구,지산1동,4234,1864,2160,2407,44.02,51.02,56.85
광주광역시,동구,지산2동,4486,2127,2449,2682,47.41,54.59,59.79
광주광역시,동구,서남동,2969,1265,1417,1566,42.61,47.73,52.75
광주광역시,동구,학동,7703,3336,3840,4431,43.31,49.85,57.52
광주광역시,동구,학운동,11408,6289,7016,7682,55.13,61.50,67.34
광주광역시,동구,지원1동,7768,3762,4294,4827,48.43,55.28,62.14
광주광역시,동구,지원2동,16114,6196,7350,8712,38.45,45.61,54.06
광주광역시,서구,양동,3619,2324,2534,2716,64.22,70.02,75.05
광주광역시,서구,양3동,4541,2185,2500,2885,48.12,55.05,63.53
광주광역시,서구,농성1동,11219,5231,6025,6757,46.63,53.70,60.23
광주광역시,서구,농성2동,4839,2429,2735,3043,50.20,56.52,62.88
광주광역시,서구,광천동,7943,3772,4375,4976,47.49,55.08,62.65
광주광역시,서구,유덕동,10936,3903,4889,5781,35.69,44.71,52.86
광주광역시,서구,치평동,30139,10978,13420,15677,36.42,44.53,52.02
광주광역시,서구,상무1동,24775,8863,10881,12736,35.77,43.92,51.41
광주광역시,서구,상무2동,23789,10558,12201,13700,44.38,51.29,57.59
광주광역시,서구,화정1동,15434,6177,7263,8321,40.02,47.06,53.91
광주광역시,서구,화정2동,20488,7041,8741,10849,34.37,42.66,52.95
광주광역시,서구,화정3동,10031,4654,5352,6008,46.40,53.35,59.89
광주광역시,서구,화정4동,15333,6997,8147,9198,45.63,53.13,59.99
광주광역시,서구,서창동,5754,2968,3354,3658,51.58,58.29,63.57
광주광역시,서구,금호1동,19999,9196,10817,12091,45.98,54.09,60.46
광주광역시,서구,금호2동,28281,9642,12666,14984,34.09,44.79,52.98
광주광역시,서구,풍암동,36529,12826,16676,19771,35.11,45.65,54.12
광주광역시,서구,동천동,16140,5563,7241,8826,34.47,44.86,54.68
광주광역시,남구,양림동,6948,3425,3923,4432,49.29,56.46,63.79
광주광역시,남구,방림1동,6600,2826,3341,3898,42.82,50.62,59.06
광주광역시,남구,방림2동,8835,4517,5170,5710,51.13,58.52,64.63
광주광역시,남구,봉선1동,13390,5983,7023,7983,44.68,52.45,59.62
광주광역시,남구,봉선2동,28830,9629,12586,15328,33.40,43.66,53.17
광주광역시,남구,사직동,5143,2679,3056,3394,52.09,59.42,65.99
광주광역시,남구,월산동,8975,4295,4961,5582,47.86,55.28,62.19
광주광역시,남구,월산4동,8512,4398,4979,5528,51.67,58.49,64.94
광주광역시,남구,월산5동,6409,3417,3838,4232,53.32,59.88,66.03
광주광역시,남구,백운1동,12168,5524,6420,7370,45.40,52.76,60.57
광주광역시,남구,백운2동,6378,2768,3205,3642,43.40,50.25,57.10
광주광역시,남구,주월1동,21964,8822,10683,12332,40.17,48.64,56.15
광주광역시,남구,주월2동,7989,4065,4623,5136,50.88,57.87,64.29
광주광역시,남구,진월동,29112,11269,13860,16147,38.71,47.61,55.47
광주광역시,남구,효덕동,16015,5854,7115,8578,36.55,44.43,53.56
광주광역시,남구,송암동,21442,6023,7669,9854,28.09,35.77,45.96
광주광역시,남구,대촌동,6298,3622,4020,4441,57.51,63.83,70.51
광주광역시,북구,중흥1동,4772,1974,2282,2598,41.37,47.82,54.44
광주광역시,북구,중흥2동,8111,3317,3883,4393,40.90,47.87,54.16
광주광역시,북구,중흥3동,5952,2174,2592,3088,36.53,43.55,51.88
광주광역시,북구,중앙동,3614,1759,2003,2245,48.67,55.42,62.12
광주광역시,북구,임동,9238,3975,4576,5275,43.03,49.53,57.10
광주광역시,북구,신안동,12395,5349,6167,6923,43.15,49.75,55.85
광주광역시,북구,용봉동,38408,14936,17882,20388,38.89,46.56,53.08
광주광역시,북구,운암1동,19265,7726,9257,10806,40.10,48.05,56.09
광주광역시,북구,운암2동,11950,6042,6897,7655,50.56,57.72,64.06
광주광역시,북구,운암3동,12576,5452,6423,7246,43.35,51.07,57.62
광주광역시,북구,동림동,23135,8833,10665,12637,38.18,46.10,54.62
광주광역시,북구,우산동,10233,5885,6510,7083,57.51,63.62,69.22
광주광역시,북구,풍향동,5682,2340,2768,3248,41.18,48.72,57.16
광주광역시,북구,문화동,20727,9124,10572,12017,44.02,51.01,57.98
광주광역시,북구,문흥1동,15809,6887,8146,9222,43.56,51.53,58.33
광주광역시,북구,문흥2동,15594,6590,7795,8891,42.26,49.99,57.02
광주광역시,북구,두암1동,7736,4082,4615,5037,52.77,59.66,65.11
광주광역시,북구,두암2동,15934,7871,8958,9996,49.40,56.22,62.73
광주광역시,북구,두암3동,13248,7900,8699,9348,59.63,65.66,70.56
광주광역시,북구,삼각동,13939,5406,6657,7694,38.78,47.76,55.20
광주광역시,북구,일곡동,29637,10365,13438,15679,34.97,45.34,52.90
광주광역시,북구,매곡동,13766,5370,6524,7534,39.01,47.39,54.73
광주광역시,북구,오치1동,10864,4925,5740,6478,45.33,52.84,59.63
광주광역시,북구,오치2동,12462,6430,7243,7928,51.60,58.12,63.62
광주광역시,북구,석곡동,2508,1662,1778,1873,66.27,70.89,74.68
광주광역시,북구,건국동,22201,7214,9201,11216,32.49,41.44,50.52
광주광역시,북구,양산동,37705,12659,15951,19225,33.57,42.30,50.99
광주광역시,북구,신용동,29717,7126,10063,13576,23.98,33.86,45.68
광주광역시,광산구,송정1동,10895,4622,5611,6388,42.42,51.50,58.63
광주광역시,광산구,송정2동,6495,3196,3614,4005,49.21,55.64,61.66
광주광역시,광산구,도산동,15234,5634,6978,8237,36.98,45.81,54.07
광주광역시,광산구,신흥동,4554,2109,2470,2796,46.31,54.24,61.40
광주광역시,광산구,어룡동,32876,10183,13173,16394,30.97,40.07,49.87
광주광역시,광산구,우산동,29478,11594,13719,15930,39.33,46.54,54.04
광주광역시,광산구,월곡1동,10787,4598,5416,6091,42.63,50.21,56.47
광주광역시,광산구,월곡2동,15468,6041,7535,8658,39.05,48.71,55.97
광주광역시,광산구,비아동,7590,2896,3679,4335,38.16,48.47,57.11
광주광역시,광산구,첨단1동,27431,9520,11849,13725,34.71,43.20,50.03
광주광역시,광산구,첨단2동,43217,13087,17221,20768,30.28,39.85,48.06
광주광역시,광산구,신가동,18268,5125,7151,8854,28.05,39.14,48.47
광주광역시,광산구,운남동,30708,10513,13423,16109,34.24,43.71,52.46
광주광역시,광산구,수완동,77042,17510,26430,35332,22.73,34.31,45.86
광주광역시,광산구,하남동,26327,7069,9581,12455,26.85,36.39,47.31
광주광역시,광산구,임곡동,2114,1514,1617,1682,71.62,76.49,79.56
광주광역시,광산구,동곡동,1850,1281,1376,1451,69.24,74.38,78.43
광주광역시,광산구,평동,4072,2456,2705,2950,60.31,66.43,72.45
광주광역시,광산구,삼도동,2184,1527,1629,1723,69.92,74.59,78.89
광주광역시,광산구,본량동,1992,1410,1528,1611,70.78,76.71,80.87
광주광역시,광산구,신창동,34825,8806,12601,16131,25.29,36.18,46.32
대전광역시,동구,중앙동,4486,3117,3377,3581,69.48,75.28,79.83
대전광역시,동구,효동,24575,9081,11532,13867,36.95,46.93,56.43
대전광역시,동구,신인동,11929,5783,6679,7522,48.48,55.99,63.06
대전광역시,동구,판암1동,12298,6146,7005,7786,49.98,56.96,63.31
대전광역시,동구,판암2동,8443,5476,6017,6420,64.86,71.27,76.04
대전광역시,동구,용운동,21935,8960,10635,12172,40.85,48.48,55.49
대전광역시,동구,대동,14838,6175,7368,8565,41.62,49.66,57.72
대전광역시,동구,자양동,10784,4513,5138,5744,41.85,47.64,53.26
대전광역시,동구,가양1동,13475,6527,7530,8478,48.44,55.88,62.92
대전광역시,동구,가양2동,18158,8305,9694,10892,45.74,53.39,59.98
대전광역시,동구,용전동,20521,8015,9597,11101,39.06,46.77,54.10
대전광역시,동구,성남동,11707,5729,6572,7405,48.94,56.14,63.25
대전광역시,동구,홍도동,10978,4911,5689,6392,44.73,51.82,58.23
대전광역시,동구,삼성동,13937,7273,8362,9302,52.18,60.00,66.74
대전광역시,동구,대청동,2398,1648,1780,1880,68.72,74.23,78.40
대전광역시,동구,산내동,20398,8445,10364,12134,41.40,50.81,59.49
대전광역시,중구,은행선화동,15582,6419,7624,8777,41.19,48.93,56.33
대전광역시,중구,목동,14250,4475,6115,7615,31.40,42.91,53.44
대전광역시,중구,중촌동,13433,6293,7390,8341,46.85,55.01,62.09
