시도명,시군구명,행정동명,행정동별_total,현재,5년후,10년후,현재_고령인구비율,5년후_고령인구비율,10년후_고령인구비율
서울특별시,강북구,삼양동,23438,7049,9088,11305,30.08,38.77,48.23
서울특별시,강북구,미아동,21395,6532,8365,10179,30.53,39.10,47.58
서울특별시,강북구,송중동,29258,8633,11084,13701,29.51,37.88,46.83
서울특별시,강북구,송천동,26081,8864,11261,13700,33.99,43.18,52.53
서울특별시,강북구,삼각산동,31065,6538,8649,11691,21.05,27.84,37.63
서울특별시,강북구,번1동,18418,5244,6747,8304,28.47,36.63,45.09
서울특별시,강북구,번2동,15643,5487,6813,8198,35.08,43.55,52.41
서울특별시,강북구,번3동,16694,6124,7477,8921,36.68,44.79,53.44
서울특별시,강북구,수유1동,20538,6366,8103,9860,31.00,39.45,48.01
서울특별시,강북구,수유2동,21180,6901,8696,10608,32.58,41.06,50.08
서울특별시,강북구,수유3동,23046,6681,8580,10635,28.99,37.23,46.15
서울특별시,강북구,우이동,20443,6726,8398,10261,32.90,41.08,50.19
서울특별시,강북구,인수동,30185,9916,12469,15139,32.85,41.31,50.15
서울특별시,도봉구,창제1동,24603,6698,8626,10932,27.22,35.06,44.43
서울특별시,도봉구,창제2동,28979,7827,10273,12905,27.01,35.45,44.53
서울특별시,도봉구,창제3동,13775,4279,5501,6795,31.06,39.93,49.33
서울특별시,도봉구,창제4동,26413,6605,8869,11409,25.01,33.58,43.19
서울특별시,도봉구,창제5동,24475,6651,8772,10960,27.17,35.84,44.78
서울특별시,도봉구,도봉제1동,20889,7921,9812,11629,37.92,46.97,55.67
서울특별시,도봉구,도봉제2동,26664,9175,11374,13520,34.41,42.66,50.71
서울특별시,도봉구,쌍문제1동,21343,6603,8381,10371,30.94,39.27,48.59
서울특별시,도봉구,쌍문제2동,18692,5717,7294,8949,30.59,39.02,47.88
서울특별시,도봉구,쌍문제3동,16728,4926,6317,7766,29.45,37.76,46.43
서울특별시,도봉구,쌍문제4동,18519,4812,6365,8154,25.98,34.37,44.03
서울특별시,도봉구,방학제1동,28581,8663,11228,13943,30.31,39.28,48.78
서울특별시,도봉구,방학제2동,19553,6400,8184,10122,32.73,41.86,51.77
서울특별시,도봉구,방학제3동,26884,7807,10056,12453,29.04,37.41,46.32
서울특별시,노원구,월계1동,21536,5993,7647,9414,27.83,35.51,43.71
서울특별시,노원구,월계2동,26390,8330,10481,12824,31.56,39.72,48.59
서울특별시,노원구,월계3동,29708,8707,10988,13380,29.31,36.99,45.04
서울특별시,노원구,공릉1동,36722,9761,12438,15319,26.58,33.87,41.72
서울특별시,노원구,공릉2동,41780,8555,11332,14887,20.48,27.12,35.63
서울특별시,노원구,하계1동,27206,6753,8901,11628,24.82,32.72,42.74
서울특별시,노원구,하계2동,21800,4892,6638,8777,22.44,30.45,40.26
서울특별시,노원구,중계본동,23822,4041,5889,8570,16.96,24.72,35.98
서울특별시,노원구,중계1동,26637,3811,5464,8416,14.31,20.51,31.60
서울특별시,노원구,중계4동,19784,5502,7114,9118,27.81,35.96,46.09
서울특별시,노원구,중계2.3동,33896,10190,12687,15811,30.06,37.43,46.65
서울특별시,노원구,상계1동,37882,10736,13967,17592,28.34,36.87,46.44
서울특별시,노원구,상계2동,19857,5227,7066,9058,26.32,35.58,45.62
서울특별시,노원구,상계3.4동,25933,8585,10838,13222,33.10,41.79,50.99
서울특별시,노원구,상계5동,23839,7284,9358,11721,30.55,39.26,49.17
서울특별시,노원구,상계6.7동,32431,7508,10015,13147,23.15,30.88,40.54
서울특별시,노원구,상계8동,22438,4265,5543,7323,19.01,24.70,32.64
서울특별시,노원구,상계9동,20263,5096,6680,8661,25.15,32.97,42.74
서울특별시,노원구,상계10동,18562,4218,5636,7437,22.72,30.36,40.07
서울특별시,은평구,녹번동,36747,10034,12865,15942,27.31,35.01,43.38
서울특별시,은평구,불광제1동,38444,11113,14294,17722,28.91,37.18,46.10
서울특별시,은평구,불광제2동,27397,8584,10865,13307,31.33,39.66,48.57
서울특별시,은평구,갈현제1동,21572,6426,8231,10180,29.79,38.16,47.19
서울특별시,은평구,갈현제2동,28094,7260,9453,12024,25.84,33.65,42.80
서울특별시,은평구,구산동,32095,8972,11646,14580,27.95,36.29,45.43
서울특별시,은평구,대조동,26875,7263,9220,11456,27.03,34.31,42.63
서울특별시,은평구,응암제1동,32996,7446,9655,12381,22.57,29.26,37.52
서울특별시,은평구,응암제2동,28069,5762,7487,9629,20.53,26.67,34.30
서울특별시,은평구,응암제3동,24304,7788,9781,11815,32.04,40.24,48.61
서울특별시,은평구,역촌동,45265,12207,15852,19798,26.97,35.02,43.74
서울특별시,은평구,신사제1동,26922,7397,9414,11751,27.48,34.97,43.65
서울특별시,은평구,신사제2동,19933,5657,7275,9016,28.38,36.50,45.23
서울특별시,은평구,증산동,14968,4554,5776,7074,30.42,38.59,47.26
서울특별시,은평구,수색동,13184,3402,4517,5742,25.80,34.26,43.55
서울특별시,은평구,진관동,55394,12162,15866,20951,21.96,28.64,37.82
서울특별시,서대문구,천연동,16994,4526,5939,7546,26.63,34.95,44.40
서울특별시,서대문구,북아현동,15824,3326,4627,6014,21.02,29.24,38.01
서울특별시,서대문구,충현동,20324,5011,6596,8265,24.66,32.45,40.67
서울특별시,서대문구,신촌동,20120,2922,3827,4872,14.52,19.02,24.21
서울특별시,서대문구,연희동,34792,8289,10603,13416,23.82,30.48,38.56
서울특별시,서대문구,홍제제1동,23478,6516,8406,10542,27.75,35.80,44.90
서울특별시,서대문구,홍제제3동,17339,5300,6669,8281,30.57,38.46,47.76
서울특별시,서대문구,홍제제2동,13601,4031,5207,6463,29.64,38.28,47.52
서울특별시,서대문구,홍은제1동,22667,6560,8495,10561,28.94,37.48,46.59
서울특별시,서대문구,홍은제2동,26361,7394,9495,11921,28.05,36.02,45.22
서울특별시,서대문구,남가좌제1동,15394,3060,4021,5224,19.88,26.12,33.94
서울특별시,서대문구,남가좌제2동,29697,6863,8830,11288,23.11,29.73,38.01
서울특별시,서대문구,북가좌제1동,17904,4307,5630,7266,24.06,31.45,40.58
서울특별시,서대문구,북가좌제2동,31371,9080,11618,14378,28.94,37.03,45.83
서울특별시,마포구,아현동,25095,4890,6726,8723,19.49,26.80,34.76
서울특별시,마포구,공덕동,37099,8705,11723,14965,23.46,31.60,40.34
서울특별시,마포구,도화동,21019,5358,6991,8745,25.49,33.26,41.61
서울특별시,마포구,용강동,21534,4211,5572,7332,19.56,25.88,34.05
서울특별시,마포구,대흥동,14549,2944,3856,5008,20.24,26.50,34.42
서울특별시,마포구,염리동,16849,3043,4105,5538,18.06,24.36,32.87
서울특별시,마포구,신수동,22493,4807,6377,8443,21.37,28.35,37.54
서울특별시,마포구,서강동,24968,4812,6484,8503,19.27,25.97,34.06
서울특별시,마포구,서교동,24952,4626,5989,7712,18.54,24.00,30.91
서울특별시,마포구,합정동,17287,3763,4879,6127,21.77,28.22,35.44
서울특별시,마포구,망원제1동,19937,4710,6012,7655,23.62,30.15,38.40
서울특별시,마포구,망원제2동,18520,4370,5610,7227,23.60,30.29,39.02
서울특별시,마포구,연남동,14934,3279,4126,5224,21.96,27.63,34.98
서울특별시,마포구,성산제1동,18912,4227,5461,7086,22.35,28.88,37.47
서울특별시,마포구,성산제2동,39526,8717,11339,14666,22.05,28.69,37.10
서울특별시,마포구,상암동,30657,5921,7832,10655,19.31,25.55,34.76
서울특별시,양천구,목1동,30552,5101,7082,10133,16.70,23.18,33.17
서울특별시,양천구,목2동,29829,6570,8880,11363,22.03,29.77,38.09
서울특별시,양천구,목3동,21874,5297,7082,8862,24.22,32.38,40.51
서울특별시,양천구,목4동,25265,4989,7075,9861,19.75,28.00,39.03
서울특별시,양천구,목5동,41022,7317,10062,14128,17.84,24.53,34.44
서울특별시,양천구,신월1동,20397,6465,8317,10152,31.70,40.78,49.77
서울특별시,양천구,신월2동,20555,5760,7335,9009,28.02,35.68,43.83
서울특별시,양천구,신월3동,15097,4561,5999,7359,30.21,39.74,48.74
서울특별시,양천구,신월4동,17806,4892,6234,7705,27.47,35.01,43.27
서울특별시,양천구,신월5동,14574,3810,5009,6268,26.14,34.37,43.01
서울특별시,양천구,신월6동,13821,2889,3849,4923,20.90,27.85,35.62
서울특별시,양천구,신월7동,19600,6309,8058,9753,32.19,41.11,49.76
서울특별시,양천구,신정1동,20227,4039,5603,7494,19.97,27.70,37.05
서울특별시,양천구,신정2동,19415,4076,5586,7543,20.99,28.77,38.85
서울특별시,양천구,신정3동,49922,11456,15364,20127,22.95,30.78,40.32
서울특별시,양천구,신정4동,32844,8644,11133,14028,26.32,33.90,42.71
서울특별시,양천구,신정6동,24508,4463,6387,8853,18.21,26.06,36.12
서울특별시,양천구,신정7동,28874,7396,9823,12563,25.61,34.02,43.51
서울특별시,강서구,염창동,41563,7113,9713,13066,17.11,23.37,31.44
서울특별시,강서구,등촌제1동,24438,4357,5779,7405,17.83,23.65,30.30
서울특별시,강서구,등촌제2동,20126,4868,6452,8105,24.19,32.06,40.27
서울특별시,강서구,등촌제3동,30527,9912,12566,14870,32.47,41.16,48.71
서울특별시,강서구,화곡제1동,51877,12500,16140,19717,24.10,31.11,38.01
서울특별시,강서구,화곡제2동,17729,4266,5619,7106,24.06,31.69,40.08
서울특별시,강서구,화곡제3동,21517,6038,7528,9201,28.06,34.99,42.76
서울특별시,강서구,화곡제4동,20513,5726,7316,9015,27.91,35.67,43.95
서울특별시,강서구,화곡본동,34263,7452,9726,12283,21.75,28.39,35.85
서울특별시,강서구,화곡제6동,24943,6121,8031,9954,24.54,32.20,39.91
서울특별시,강서구,화곡제8동,24385,6436,8204,10078,26.39,33.64,41.33
서울특별시,강서구,가양제1동,34155,5245,7204,9424,15.36,21.09,27.59
서울특별시,강서구,가양제2동,13892,5899,7013,7811,42.46,50.48,56.23
서울특별시,강서구,가양제3동,14906,5205,6364,7315,34.92,42.69,49.07
서울특별시,강서구,발산제1동,36210,7341,9813,13140,20.27,27.10,36.29
서울특별시,강서구,우장산동,42786,8768,11645,15475,20.49,27.22,36.17
서울특별시,강서구,공항동,30684,6485,8447,10601,21.13,27.53,34.55
서울특별시,강서구,방화제1동,42641,10048,13108,16364,23.56,30.74,38.38
서울특별시,강서구,방화제2동,23240,6993,8684,10440,30.09,37.37,44.92
서울특별시,강서구,방화제3동,22651,7509,9212,10929,33.15,40.67,48.25
서울특별시,구로구,신도림동,36022,7101,9475,12214,19.71,26.30,33.91
서울특별시,구로구,구로제1동,20799,4278,5670,7253,20.57,27.26,34.87
서울특별시,구로구,구로제2동,23656,7887,10087,12442,33.34,42.64,52.60
서울특별시,구로구,구로제3동,23573,4915,6347,8023,20.85,26.92,34.03
서울특별시,구로구,구로제4동,19581,6228,7941,9609,31.81,40.55,49.07
서울특별시,구로구,구로제5동,29465,6988,9184,11458,23.72,31.17,38.89
서울특별시,구로구,가리봉동,9055,2843,3723,4556,31.40,41.12,50.31
서울특별시,구로구,고척제1동,22081,6289,8119,10051,28.48,36.77,45.52
서울특별시,구로구,고척제2동,26540,7629,9894,12321,28.75,37.28,46.42
서울특별시,구로구,개봉제1동,33658,9484,12272,15121,28.18,36.46,44.93
서울특별시,구로구,개봉제2동,30723,9378,11715,14196,30.52,38.13,46.21
서울특별시,구로구,개봉제3동,20239,6302,7964,9680,31.14,39.35,47.83
서울특별시,구로구,오류제1동,22473,5681,7142,8708,25.28,31.78,38.75
서울특별시,구로구,오류제2동,38353,10061,12710,15880,26.23,33.14,41.40
서울특별시,구로구,수궁동,23358,6542,8477,10467,28.01,36.29,44.81
서울특별시,구로구,항동,16441,2597,3488,4412,15.80,21.22,26.84
서울특별시,금천구,가산동,23866,4163,5609,7013,17.44,23.50,29.38
서울특별시,금천구,독산제1동,45323,9040,12251,15468,19.95,27.03,34.13
서울특별시,금천구,독산제2동,18677,5377,7277,9035,28.79,38.96,48.38
서울특별시,금천구,독산제3동,24254,6922,9287,11492,28.54,38.29,47.38
서울특별시,금천구,독산제4동,15098,4476,6086,7551,29.65,40.31,50.01
서울특별시,금천구,시흥제1동,32721,9177,12020,14873,28.05,36.73,45.45
서울특별시,금천구,시흥제2동,21089,6069,7846,9715,28.78,37.20,46.07
서울특별시,금천구,시흥제3동,10742,3518,4514,5467,32.75,42.02,50.89
서울특별시,금천구,시흥제4동,20253,6285,8191,10060,31.03,40.44,49.67
서울특별시,금천구,시흥제5동,19075,6207,7944,9661,32.54,41.65,50.65
서울특별시,영등포구,영등포본동,21239,6048,7837,9673,28.48,36.90,45.54
서울특별시,영등포구,영등포동,29423,5094,6770,8528,17.31,23.01,28.98
서울특별시,영등포구,여의동,32857,8553,10979,13726,26.03,33.41,41.77
서울특별시,영등포구,당산제1동,20382,4902,6346,7880,24.05,31.14,38.66
서울특별시,영등포구,당산제2동,37593,6958,9253,11790,18.51,24.61,31.36
서울특별시,영등포구,도림동,17789,4648,6055,7581,26.13,34.04,42.62
서울특별시,영등포구,문래동,32536,6620,8482,10938,20.35,26.07,33.62
서울특별시,영등포구,양평제1동,18339,3343,4264,5437,18.23,23.25,29.65
서울특별시,영등포구,양평제2동,22243,3923,5305,6944,17.64,23.85,31.22
서울특별시,영등포구,신길제1동,17376,4636,5852,7141,26.68,33.68,41.10
서울특별시,영등포구,신길제3동,16559,4584,6013,7410,27.68,36.31,44.75
서울특별시,영등포구,신길제4동,12366,3433,4451,5466,27.76,35.99,44.20
서울특별시,영등포구,신길제5동,10457,2970,3857,4735,28.40,36.88,45.28
서울특별시,영등포구,신길제6동,19056,4860,6363,7874,25.50,33.39,41.32
서울특별시,영등포구,신길제7동,19933,3901,5299,6900,19.57,26.58,34.62
서울특별시,영등포구,대림제1동,14433,4330,5605,6824,30.00,38.83,47.28
서울특별시,영등포구,대림제2동,11930,3871,4924,5934,32.45,41.27,49.74
서울특별시,영등포구,대림제3동,22229,6637,8706,10711,29.86,39.17,48.18
서울특별시,동작구,노량진제1동,31884,8389,10696,13053,26.31,33.55,40.94
서울특별시,동작구,노량진제2동,10693,3210,4010,4837,30.02,37.50,45.24
서울특별시,동작구,상도제1동,44452,10215,13254,16634,22.98,29.82,37.42
서울특별시,동작구,상도제2동,27945,6184,8084,10308,22.13,28.93,36.89
서울특별시,동작구,상도제3동,24390,6424,8234,10253,26.34,33.76,42.04
서울특별시,동작구,상도제4동,28585,7444,9608,11858,26.04,33.61,41.48
서울특별시,동작구,흑석동,31317,8101,10547,13261,25.87,33.68,42.34
서울특별시,동작구,사당제1동,22795,5424,6932,8396,23.79,30.41,36.83
서울특별시,동작구,사당제2동,28162,7787,9843,12213,27.65,34.95,43.37
서울특별시,동작구,사당제3동,24327,6434,8130,9950,26.45,33.42,40.90
서울특별시,동작구,사당제4동,14174,3864,4857,5915,27.26,34.27,41.73
서울특별시,동작구,사당제5동,14450,3407,4479,5610,23.58,31.00,38.82
서울특별시,동작구,대방동,37812,8263,10766,14255,21.85,28.47,37.70
서울특별시,동작구,신대방제1동,23035,5559,7233,9289,24.13,31.40,40.33
서울특별시,동작구,신대방제2동,21996,4666,6040,7666,21.21,27.46,34.85
서울특별시,관악구,보라매동,24463,6422,8091,9848,26.25,33.07,40.26
서울특별시,관악구,청림동,15039,3844,4921,6152,25.56,32.72,40.91
서울특별시,관악구,성현동,28974,7597,9673,12314,26.22,33.39,42.50
서울특별시,관악구,행운동,29076,6156,7765,9628,21.17,26.71,33.11
서울특별시,관악구,낙성대동,17035,2795,3556,4449,16.41,20.87,26.12
서울특별시,관악구,청룡동,35732,6438,8189,10240,18.02,22.92,28.66
서울특별시,관악구,은천동,33065,8323,10625,13142,25.17,32.13,39.75
서울특별시,관악구,중앙동,15301,3291,4115,5043,21.51,26.89,32.96
서울특별시,관악구,인헌동,25874,5683,7333,9148,21.96,28.34,35.36
서울특별시,관악구,남현동,18062,4129,5351,6647,22.86,29.63,36.80
서울특별시,관악구,서원동,22752,4729,6082,7494,20.78,26.73,32.94
서울특별시,관악구,신원동,17935,4444,5557,6819,24.78,30.98,38.02
서울특별시,관악구,서림동,23114,5099,6612,8189,22.06,28.61,35.43
서울특별시,관악구,신사동,22705,5029,6518,8194,22.15,28.71,36.09
서울특별시,관악구,신림동,22706,2808,3634,4644,12.37,16.00,20.45
서울특별시,관악구,난향동,15218,3993,5132,6565,26.24,33.72,43.14
서울특별시,관악구,조원동,17482,4060,5275,6428,23.22,30.17,36.77
서울특별시,관악구,대학동,23423,4418,5891,7655,18.86,25.15,32.68
서울특별시,관악구,삼성동,21263,7678,9611,11579,36.11,45.20,54.46
서울특별시,관악구,미성동,30508,8541,10916,13440,28.00,35.78,44.05
서울특별시,관악구,난곡동,26648,7870,10284,12540,29.53,38.59,47.06
서울특별시,서초구,서초1동,20620,4364,5690,7440,21.16,27.59,36.08
서울특별시,서초구,서초2동,26522,4737,6190,8264,17.86,23.34,31.16
서울특별시,서초구,서초3동,32393,6961,9167,11971,21.49,28.30,36.96
서울특별시,서초구,서초4동,30678,6012,8001,10954,19.60,26.08,35.71
서울특별시,서초구,잠원동,26675,5018,6884,9633,18.81,25.81,36.11
서울특별시,서초구,반포본동,670,166,215,294,24.78,32.09,43.88
서울특별시,서초구,반포1동,34535,5860,7704,10501,16.97,22.31,30.41
서울특별시,서초구,반포2동,15768,2774,3616,5083,17.59,22.93,32.24
서울특별시,서초구,반포3동,22102,4387,5813,8065,19.85,26.30,36.49
