날짜,시가,고가,저가,종가,거래량,상장시가총액
2017-12-31,2022.23,2561.63,2015.68,2467.49,82731042375,1.60582E+15
2018-12-31,2474.86,2607.1,1985.95,2041.04,97105193258,1.34397E+15
2019-12-31,2050.55,2252.05,1891.81,2197.67,1.15798E+11,1.47591E+15
2020-12-31,2201.21,2878.21,1439.43,2873.47,2.22024E+11,1.98054E+15
2021-12-31,2874.5,3316.08,2822.73,2977.65,2.57791E+11,2.20337E+15
2022-12-31,2998.32,3010.77,2134.77,2236.4,1.46418E+11,1.76724E+15
